,demand_EOM
8072,2463.6
8073,2459.6
8074,2463.4
8075,2487.6
8076,2497.8
8077,2510.4
8078,2523.4
8079,2533.4
8080,2545.8
8081,2568.6
8082,2592.4
8083,2626.0
8084,2686.0
8085,2718.2
8086,2756.0
8087,2813.6
8088,2946.4
8089,3053.0
8090,3119.0
8091,3187.6
8092,3253.0
8093,3298.6
8094,3332.8
8095,3378.6
8096,3420.6
8097,3440.8
8098,3457.0
8099,3464.0
8100,3451.2
8101,3462.0
8102,3488.8
8103,3495.6
8104,3504.4
8105,3510.6
8106,3531.2
8107,3538.2
8108,3557.8
8109,3562.8
8110,3560.4
8111,3542.8
8112,3509.4
8113,3506.2
8114,3497.0
8115,3492.0
8116,3504.0
8117,3488.4
8118,3473.0
8119,3429.0
8120,3453.0
8121,3450.0
8122,3427.6
8123,3398.0
8124,3407.8
8125,3376.8
8126,3373.0
8127,3348.2
8128,3359.6
8129,3324.6
8130,3313.6
8131,3304.2
8132,3315.6
8133,3323.2
8134,3338.4
8135,3350.0
8136,3368.6
8137,3371.4
8138,3396.0
8139,3431.4
8140,3475.4
8141,3460.0
8142,3430.4
8143,3402.4
8144,3353.2
8145,3296.8
8146,3229.6
8147,3179.8
8148,3124.8
8149,3097.6
8150,3053.4
8151,3004.0
8152,2969.8
8153,2939.8
8154,2891.4
8155,2836.2
8156,2767.8
8157,2706.0
8158,2670.0
8159,2635.2
8160,2585.4
8161,2526.8
8162,2512.4
8163,2484.6
8164,2467.8
8165,2437.4
8166,2426.2
8167,2413.6
8168,2403.2
8169,2401.4
8170,2409.0
8171,2411.4
8172,2409.6
8173,2418.0
8174,2439.6
8175,2449.2
8176,2472.0
8177,2492.4
8178,2530.2
8179,2561.4
8180,2634.6
8181,2681.0
8182,2727.0
8183,2812.4
8184,2953.0
8185,3035.0
8186,3105.2
8187,3171.8
8188,3248.0
8189,3300.8
8190,3337.6
8191,3370.0
8192,3405.6
8193,3439.8
8194,3458.8
8195,3456.6
8196,3442.8
8197,3452.0
8198,3468.0
8199,3482.0
8200,3485.6
8201,3478.8
8202,3506.2
8203,3525.4
8204,3545.8
8205,3562.8
8206,3560.0
8207,3552.0
8208,3519.2
8209,3490.0
8210,3502.4
8211,3489.4
8212,3491.2
8213,3458.6
8214,3455.4
8215,3416.4
8216,3421.4
8217,3406.4
8218,3407.8
8219,3392.6
8220,3387.6
8221,3366.6
8222,3353.6
8223,3331.6
8224,3325.6
8225,3299.6
8226,3280.4
8227,3281.4
8228,3307.4
8229,3305.2
8230,3329.4
8231,3332.6
8232,3358.8
8233,3370.8
8234,3400.8
8235,3454.8
8236,3496.0
8237,3503.4
8238,3480.4
8239,3455.4
8240,3397.0
8241,3320.2
8242,3264.8
8243,3216.4
8244,3162.6
8245,3115.0
8246,3064.2
8247,3013.4
8248,2983.8
8249,2946.4
8250,2887.8
8251,2821.8
8252,2746.4
8253,2690.8
8254,2639.6
8255,2596.6
8256,2523.8
8257,2497.8
8258,2480.2
8259,2461.2
8260,2437.0
8261,2415.6
8262,2404.0
8263,2395.6
8264,2362.6
8265,2352.6
8266,2354.6
8267,2364.4
8268,2386.8
8269,2391.0
8270,2412.6
8271,2415.2
8272,2433.6
8273,2447.2
8274,2481.4
8275,2515.2
8276,2613.2
8277,2644.2
8278,2685.2
8279,2739.2
8280,2875.8
8281,2977.4
8282,3076.2
8283,3108.4
8284,3182.6
8285,3234.0
8286,3267.8
8287,3298.4
8288,3344.6
8289,3361.0
8290,3379.2
8291,3389.6
8292,3367.0
8293,3380.0
8294,3391.0
8295,3401.0
8296,3407.6
8297,3409.4
8298,3418.6
8299,3434.8
8300,3455.6
8301,3475.0
8302,3488.0
8303,3484.4
8304,3449.6
8305,3431.4
8306,3423.6
8307,3409.6
8308,3415.6
8309,3407.8
8310,3396.0
8311,3362.6
8312,3358.2
8313,3353.2
8314,3340.2
8315,3325.8
8316,3329.4
8317,3310.6
8318,3289.4
8319,3275.6
8320,3260.4
8321,3250.2
8322,3232.2
8323,3229.4
8324,3254.6
8325,3242.0
8326,3264.8
8327,3288.2
8328,3294.6
8329,3289.2
8330,3316.8
8331,3361.8
8332,3400.4
8333,3402.6
8334,3390.8
8335,3362.8
8336,3320.6
8337,3263.6
8338,3206.8
8339,3164.6
8340,3123.4
8341,3087.4
8342,3037.6
8343,2980.8
8344,2963.6
8345,2916.8
8346,2863.4
8347,2792.6
8348,2731.2
8349,2673.0
8350,2631.4
8351,2586.0
8352,2516.6
8353,2473.4
8354,2469.4
8355,2425.6
8356,2394.6
8357,2360.4
8358,2356.8
8359,2335.4
8360,2315.4
8361,2300.0
8362,2313.4
8363,2323.0
8364,2337.0
8365,2342.0
8366,2355.6
8367,2377.6
8368,2413.0
8369,2442.8
8370,2463.8
8371,2504.6
8372,2588.2
8373,2634.8
8374,2678.6
8375,2732.8
8376,2860.6
8377,2958.2
8378,3030.6
8379,3089.2
8380,3164.6
8381,3209.0
8382,3250.4
8383,3289.4
8384,3324.0
8385,3347.2
8386,3354.6
8387,3358.4
8388,3333.6
8389,3332.8
8390,3338.4
8391,3358.4
8392,3354.4
8393,3356.6
8394,3375.2
8395,3373.8
8396,3375.4
8397,3381.4
8398,3396.4
8399,3379.0
8400,3344.8
8401,3341.4
8402,3321.2
8403,3301.8
8404,3296.0
8405,3263.2
8406,3221.4
8407,3177.0
8408,3187.4
8409,3182.6
8410,3162.4
8411,3145.6
8412,3138.4
8413,3133.4
8414,3110.4
8415,3077.6
8416,3082.6
8417,3066.6
8418,3042.6
8419,3038.8
8420,3047.8
8421,3047.6
8422,3074.4
8423,3085.6
8424,3098.6
8425,3110.6
8426,3134.0
8427,3183.4
8428,3236.0
8429,3264.0
8430,3249.6
8431,3211.6
8432,3156.0
8433,3105.8
8434,3055.0
8435,2995.8
8436,2975.8
8437,2928.4
8438,2879.0
8439,2826.8
8440,2803.0
8441,2756.0
8442,2703.4
8443,2646.8
8444,2581.8
8445,2536.8
8446,2487.2
8447,2443.6
8448,2399.0
8449,2358.6
8450,2330.4
8451,2311.6
8452,2284.6
8453,2266.4
8454,2254.2
8455,2230.2
8456,2223.4
8457,2219.2
8458,2204.6
8459,2213.4
8460,2215.4
8461,2205.6
8462,2212.2
8463,2217.2
8464,2238.4
8465,2240.0
8466,2237.6
8467,2257.4
8468,2271.2
8469,2260.2
8470,2261.6
8471,2254.8
8472,2248.4
8473,2265.8
8474,2286.0
8475,2321.2
8476,2367.6
8477,2407.4
8478,2451.2
8479,2509.2
8480,2585.6
8481,2627.8
8482,2657.8
8483,2704.0
8484,2720.0
8485,2730.6
8486,2751.4
8487,2754.4
8488,2749.8
8489,2748.8
8490,2754.6
8491,2755.4
8492,2752.2
8493,2751.4
8494,2761.2
8495,2737.2
8496,2729.0
8497,2723.2
8498,2710.8
8499,2689.4
8500,2671.0
8501,2647.8
8502,2626.0
8503,2595.8
8504,2573.4
8505,2554.8
8506,2549.4
8507,2540.4
8508,2539.2
8509,2532.2
8510,2522.2
8511,2490.8
8512,2487.2
8513,2484.4
8514,2472.8
8515,2473.8
8516,2496.4
8517,2515.8
8518,2543.0
8519,2550.8
8520,2593.4
8521,2602.4
8522,2647.0
8523,2690.8
8524,2740.8
8525,2764.8
8526,2766.4
8527,2750.6
8528,2701.2
8529,2639.4
8530,2591.8
8531,2549.0
8532,2518.4
8533,2482.2
8534,2448.4
8535,2432.4
8536,2452.2
8537,2415.8
8538,2372.8
8539,2338.8
8540,2295.6
8541,2253.4
8542,2218.2
8543,2185.8
8544,2183.6
8545,2163.4
8546,2125.0
8547,2107.6
8548,2087.2
8549,2064.4
8550,2052.4
8551,1471.0
8552,2025.8
8553,2024.6
8554,2022.4
8555,2016.2
8556,2003.6
8557,2018.4
8558,2030.6
8559,2045.4
8560,2044.8
8561,2041.0
8562,2065.6
8563,2069.8
8564,2057.0
8565,2080.6
8566,2074.6
8567,2074.6
8568,2079.6
8569,2086.4
8570,2111.4
8571,2143.0
8572,2187.2
8573,2233.6
8574,2271.6
8575,2304.4
8576,2372.8
8577,2415.8
8578,2459.2
8579,2501.0
8580,2536.8
8581,2571.2
8582,2607.6
8583,2608.2
8584,2653.8
8585,2671.6
8586,2683.2
8587,2688.2
8588,2692.4
8589,2670.4
8590,2662.4
8591,2614.2
8592,2585.8
8593,2568.8
8594,2556.2
8595,2519.6
8596,2497.2
8597,2488.8
8598,2462.0
8599,2436.4
8600,2426.2
8601,2409.6
8602,2408.2
8603,2390.2
8604,2382.2
8605,2394.8
8606,2412.8
8607,2394.0
8608,2420.8
8609,2430.4
8610,2457.2
8611,2449.8
8612,2490.0
8613,2475.0
8614,2484.2
8615,2511.4
8616,2536.2
8617,2552.6
8618,2555.8
8619,2588.2
8620,2650.6
8621,2675.6
8622,2638.2
8623,2611.8
8624,2611.8
8625,2574.8
8626,2551.2
8627,2537.4
8628,2585.4
8629,2541.2
8630,2518.0
8631,2475.2
8632,2439.0
8633,2386.6
8634,2346.8
8635,2316.0
8636,2233.6
8637,2211.0
8638,2200.6
8639,2183.2
8640,2154.0
8641,2131.6
8642,2120.2
8643,2109.4
8644,2101.8
8645,2102.6
8646,2101.4
8647,2109.0
8648,2117.0
8649,2121.4
8650,2152.2
8651,2163.0
8652,2202.4
8653,2238.6
8654,2274.2
8655,2322.8
8656,2382.2
8657,2421.2
8658,2505.8
8659,2589.0
8660,2763.8
8661,2886.0
8662,2982.6
8663,3034.4
8664,3105.6
8665,3154.8
8666,3195.0
8667,3229.8
8668,3263.0
8669,3291.0
8670,3311.8
8671,3318.4
8672,3292.0
8673,3309.0
8674,3327.2
8675,3343.6
8676,3343.4
8677,3342.0
8678,3352.4
8679,3355.8
8680,3348.6
8681,3378.4
8682,3372.6
8683,3379.8
8684,3330.8
8685,3305.2
8686,3318.0
8687,3318.8
8688,3323.6
8689,3308.8
8690,3288.4
8691,3256.8
8692,3247.2
8693,3247.4
8694,3235.2
8695,3232.4
8696,3234.2
8697,3196.4
8698,3173.4
8699,3153.2
8700,3131.8
8701,3102.8
8702,3091.6
8703,3067.8
8704,3071.8
8705,3071.2
8706,3078.0
8707,3083.4
8708,3093.0
8709,3092.4
8710,3121.0
8711,3136.0
8712,3154.6
8713,3148.2
8714,3175.0
8715,3197.8
8716,3217.4
8717,3217.8
8718,3209.4
8719,3168.2
8720,3125.4
8721,3088.8
8722,3038.0
8723,3002.0
8724,2965.8
8725,2915.4
8726,2861.8
8727,2810.8
8728,2734.2
8729,2684.4
8730,2645.6
8731,2604.8
8732,2581.8
8733,2544.4
8734,2517.2
8735,2508.4
8736,2470.4
8737,2452.4
8738,2449.6
8739,2433.4
8740,2397.0
8741,2400.4
8742,2410.8
8743,2434.4
8744,2429.6
8745,2456.4
8746,2455.4
8747,2468.8
8748,2473.8
8749,2510.8
8750,2532.2
8751,2564.6
8752,2642.8
8753,2683.6
8754,2722.6
8755,2789.2
8756,2967.8
8757,3069.8
8758,3146.0
8759,3187.4
8760,3249.2
8761,3304.6
8762,3336.2
8763,3355.2
8764,3390.0
8765,3408.2
8766,3407.4
8767,3405.0
8768,3390.4
8769,3403.0
8770,3408.6
8771,3432.6
8772,3409.4
8773,3425.2
8774,3427.4
8775,3447.4
8776,3430.6
8777,3439.6
8778,3455.0
8779,3473.6
8780,3431.2
8781,3427.2
8782,3429.6
8783,3423.2
8784,3441.4
8785,3442.4
8786,3432.0
8787,3408.8
8788,3396.4
8789,3393.2
8790,3379.2
8791,3361.8
8792,3373.8
8793,3355.2
8794,3315.8
8795,3307.0
8796,3305.2
8797,3284.2
8798,3234.6
8799,3220.2
8800,3221.2
8801,3225.2
8802,3243.6
8803,3244.2
8804,3256.0
8805,3225.8
8806,3244.8
8807,3246.4
8808,3245.2
8809,3245.6
8810,3240.2
8811,3259.4
8812,3283.8
8813,3291.8
8814,3265.2
8815,3232.8
8816,3181.0
8817,3130.4
8818,3095.8
8819,3039.8
8820,2979.6
8821,2925.6
8822,2884.2
8823,2818.0
8824,2746.8
8825,2691.6
8826,2634.6
8827,2594.0
8828,2531.2
8829,2511.8
8830,2473.6
8831,2441.2
8832,2413.8
8833,2387.4
8834,2371.4
8835,2371.0
8836,2373.8
8837,2365.2
8838,2353.6
8839,2359.0
8840,2365.0
8841,2376.2
8842,2368.6
8843,2375.4
8844,2400.2
8845,2408.0
8846,2443.8
8847,2483.0
8848,2559.8
8849,2605.4
8850,2664.8
8851,2732.0
8852,2906.4
8853,3020.4
8854,3102.4
8855,3161.2
8856,3229.4
8857,3251.2
8858,3285.4
8859,3314.6
8860,3351.4
8861,3373.2
8862,3377.6
8863,3382.2
8864,3372.0
8865,3377.2
8866,3405.4
8867,3417.0
8868,3424.0
8869,3443.2
8870,3462.0
8871,3483.2
8872,3481.0
8873,3488.8
8874,3500.2
8875,3492.4
8876,3463.4
8877,3459.6
8878,3449.6
8879,3456.8
8880,3467.4
8881,3464.8
8882,3439.8
8883,3417.2
8884,3406.4
8885,3417.2
8886,3403.6
8887,3384.2
8888,3368.0
8889,3359.4
8890,3339.0
8891,3325.8
8892,3297.2
8893,3286.8
8894,3275.4
8895,3269.8
8896,3276.0
8897,3285.4
8898,3274.4
8899,3282.8
8900,3273.4
8901,3269.8
8902,3283.6
8903,3283.6
8904,3300.0
8905,3296.2
8906,3290.0
8907,3300.6
8908,3302.6
8909,3291.8
8910,3252.0
8911,3203.2
8912,3160.2
8913,3118.6
8914,3081.8
8915,3027.8
8916,2970.8
8917,2922.6
8918,2873.4
8919,2816.6
8920,2746.0
8921,2685.4
8922,2638.8
8923,2587.4
8924,2577.4
8925,2542.4
8926,2502.2
8927,2485.2
8928,2451.0
8929,2450.2
8930,2427.0
8931,2414.2
8932,2393.0
8933,2380.0
8934,2394.4
8935,2393.6
8936,2393.2
8937,2398.0
8938,2392.0
8939,2415.0
8940,2446.4
8941,2470.6
8942,2494.4
8943,2522.6
8944,2600.2
8945,2644.8
8946,2692.0
8947,2745.0
8948,2900.2
8949,3004.4
8950,3111.4
8951,3167.2
8952,3235.6
8953,3282.8
8954,3313.8
8955,3346.8
8956,3385.0
8957,3397.8
8958,3409.2
8959,3424.8
8960,3383.2
8961,3403.4
8962,3421.8
8963,3436.0
8964,3448.8
8965,3471.8
8966,3489.0
8967,3499.2
8968,3491.2
8969,3508.4
8970,3526.0
8971,3519.4
8972,3500.6
8973,3503.4
8974,3497.0
8975,3499.8
8976,3492.0
8977,3477.2
8978,3460.2
8979,3432.4
8980,3418.4
8981,3418.2
8982,3412.4
8983,3405.6
8984,3407.2
8985,3383.6
8986,3360.4
8987,3322.4
8988,3314.0
8989,3288.2
8990,3273.6
8991,3262.6
8992,3282.0
8993,3279.8
8994,3273.8
8995,3278.4
8996,3277.4
8997,3268.8
8998,3274.8
8999,3280.6
9000,3287.6
9001,3268.2
9002,3264.6
9003,3278.6
9004,3282.4
9005,3273.4
9006,3235.4
9007,3202.8
9008,3153.0
9009,3129.6
9010,3076.8
9011,3044.4
9012,3010.6
9013,2954.6
9014,2910.0
9015,2851.0
9016,2790.4
9017,2721.6
9018,2675.8
9019,2643.4
9020,2582.4
9021,2559.6
9022,2530.6
9023,2504.4
9024,2471.8
9025,2443.8
9026,2422.6
9027,2426.4
9028,2391.6
9029,2384.4
9030,2389.6
9031,2390.6
9032,2394.4
9033,2395.4
9034,2410.0
9035,2418.0
9036,2443.4
9037,2467.4
9038,2495.6
9039,2526.4
9040,2590.0
9041,2613.8
9042,2675.8
9043,2750.4
9044,2890.8
9045,2992.2
9046,3081.6
9047,3137.6
9048,3221.2
9049,3273.6
9050,3318.8
9051,3351.4
9052,3404.2
9053,3432.4
9054,3460.2
9055,3461.2
9056,3451.8
9057,3460.4
9058,3473.4
9059,3479.4
9060,3481.6
9061,3494.4
9062,3506.0
9063,3495.4
9064,3511.2
9065,3513.8
9066,3521.0
9067,3512.8
9068,3485.8
9069,3474.6
9070,3463.6
9071,3455.2
9072,3462.8
9073,3433.2
9074,3402.8
9075,3365.4
9076,3341.2
9077,3331.4
9078,3316.8
9079,3294.2
9080,3299.0
9081,3270.2
9082,3251.6
9083,3211.2
9084,3197.2
9085,3195.8
9086,3181.2
9087,3173.2
9088,3182.8
9089,3184.2
9090,3181.6
9091,3175.6
9092,3184.6
9093,3167.8
9094,3175.2
9095,3167.6
9096,3177.8
9097,3160.8
9098,3155.0
9099,3151.4
9100,3144.8
9101,3121.4
9102,3086.0
9103,3059.2
9104,3005.4
9105,2958.4
9106,2903.0
9107,2857.4
9108,2823.2
9109,2782.6
9110,2723.0
9111,2696.4
9112,2630.0
9113,2591.2
9114,2545.4
9115,2498.6
9116,2451.4
9117,2395.8
9118,2359.4
9119,2346.2
9120,2303.4
9121,2283.8
9122,2266.6
9123,2268.0
9124,2247.2
9125,2240.2
9126,2233.6
9127,2240.8
9128,2225.8
9129,2234.6
9130,2234.6
9131,2226.0
9132,2223.8
9133,2236.2
9134,2240.0
9135,2248.2
9136,2266.6
9137,2269.8
9138,2267.0
9139,2288.0
9140,2308.0
9141,2336.4
9142,2345.4
9143,2364.4
9144,2406.4
9145,2425.6
9146,2479.0
9147,2521.8
9148,2583.6
9149,2630.8
9150,2671.0
9151,2694.0
9152,2724.6
9153,2753.0
9154,2778.4
9155,2793.8
9156,2791.4
9157,2794.4
9158,2798.2
9159,2823.6
9160,2792.8
9161,2791.4
9162,2801.6
9163,2799.2
9164,2808.2
9165,2787.0
9166,2768.2
9167,2759.8
9168,2748.4
9169,2713.0
9170,2694.0
9171,2679.8
9172,2656.4
9173,2632.8
9174,2628.6
9175,2612.0
9176,2617.8
9177,2608.0
9178,2594.0
9179,2583.4
9180,2574.4
9181,2560.4
9182,2528.6
9183,2520.4
9184,2529.4
9185,2528.6
9186,2534.0
9187,2542.2
9188,2574.0
9189,2564.8
9190,2579.4
9191,2582.8
9192,2576.8
9193,2582.2
9194,2583.4
9195,2587.6
9196,2595.8
9197,2607.2
9198,2608.6
9199,2594.2
9200,2579.0
9201,2558.0
9202,2522.8
9203,2519.2
9204,2522.0
9205,2484.2
9206,2458.2
9207,2402.4
9208,2350.4
9209,2309.2
9210,2274.0
9211,2229.0
9212,2167.8
9213,2130.2
9214,2095.4
9215,2075.4
9216,2048.2
9217,2019.8
9218,1997.8
9219,1978.6
9220,1968.2
9221,1964.0
9222,1945.4
9223,1941.6
9224,1961.0
9225,1962.6
9226,1953.0
9227,1950.4
9228,1967.8
9229,1966.4
9230,1978.0
9231,1984.6
9232,1995.0
9233,1998.4
9234,2002.0
9235,2003.6
9236,1994.4
9237,1991.6
9238,1995.0
9239,1995.6
9240,2026.2
9241,2058.2
9242,2088.6
9243,2148.4
9244,2200.6
9245,2251.0
9246,2296.0
9247,2334.0
9248,2379.4
9249,2405.8
9250,2440.8
9251,2458.0
9252,2475.4
9253,2503.6
9254,2513.0
9255,2527.8
9256,2562.0
9257,2578.8
9258,2586.4
9259,2594.2
9260,2601.8
9261,2575.4
9262,2546.4
9263,2528.0
9264,2488.0
9265,2460.6
9266,2451.0
9267,2432.6
9268,2396.2
9269,2379.0
9270,2359.6
9271,2355.2
9272,2353.0
9273,2336.0
9274,2334.2
9275,2319.2
9276,2309.8
9277,2308.2
9278,2313.8
9279,2329.0
9280,2355.6
9281,2375.4
9282,2375.4
9283,2390.2
9284,2422.4
9285,2430.6
9286,2438.2
9287,2463.8
9288,2488.8
9289,2491.4
9290,2501.4
9291,2509.8
9292,2558.8
9293,2566.8
9294,2560.6
9295,2538.8
9296,2526.6
9297,2504.6
9298,2466.6
9299,2458.4
9300,2483.8
9301,2461.2
9302,2432.2
9303,2391.4
9304,2338.4
9305,2306.4
9306,2268.8
9307,2228.6
9308,2166.2
9309,2136.2
9310,2125.0
9311,2115.2
9312,2082.8
9313,2078.8
9314,2066.8
9315,2067.0
9316,2053.4
9317,2042.8
9318,2046.4
9319,2057.8
9320,2081.0
9321,2068.8
9322,2083.6
9323,2106.0
9324,2156.4
9325,2164.6
9326,2189.6
9327,2229.6
9328,2321.6
9329,2377.2
9330,2459.2
9331,2561.8
9332,2738.8
9333,2860.0
9334,2940.0
9335,2998.4
9336,3068.6
9337,3141.6
9338,3195.0
9339,3236.4
9340,3277.8
9341,3298.8
9342,3320.4
9343,3337.4
9344,3297.2
9345,3310.4
9346,3330.2
9347,3338.0
9348,3339.2
9349,3343.2
9350,3366.6
9351,3382.4
9352,3374.8
9353,3398.0
9354,3394.4
9355,3400.6
9356,3400.4
9357,3370.8
9358,3372.6
9359,3371.0
9360,3373.2
9361,3372.6
9362,3340.4
9363,3319.4
9364,3301.6
9365,3291.4
9366,3283.6
9367,3266.8
9368,3259.0
9369,3254.0
9370,3231.8
9371,3209.0
9372,3188.8
9373,3169.2
9374,3158.4
9375,3138.8
9376,3120.8
9377,3135.4
9378,3151.4
9379,3151.2
9380,3158.0
9381,3154.8
9382,3169.0
9383,3158.2
9384,3164.4
9385,3157.8
9386,3157.0
9387,3156.2
9388,3167.8
9389,3171.6
9390,3150.8
9391,3108.2
9392,3078.6
9393,3043.0
9394,3005.2
9395,2939.2
9396,2902.8
9397,2851.4
9398,2794.4
9399,2736.0
9400,2647.0
9401,2603.4
9402,2554.6
9403,2519.0
9404,2502.0
9405,2474.8
9406,2438.6
9407,2406.4
9408,2384.0
9409,2360.8
9410,2356.6
9411,2329.4
9412,2315.4
9413,2318.0
9414,2315.2
9415,2324.6
9416,2335.6
9417,2336.2
9418,2336.8
9419,2344.6
9420,2383.8
9421,2393.6
9422,2426.4
9423,2447.6
9424,2526.8
9425,2567.6
9426,2619.0
9427,2692.0
9428,2854.2
9429,2997.4
9430,3052.0
9431,3094.4
9432,3165.8
9433,3225.6
9434,3240.2
9435,3268.0
9436,3317.0
9437,3350.8
9438,3358.0
9439,3367.8
9440,3354.6
9441,3364.0
9442,3378.0
9443,3397.4
9444,3404.4
9445,3421.4
9446,3446.2
9447,3456.6
9448,3450.8
9449,3465.2
9450,3478.4
9451,3475.2
9452,3456.8
9453,3428.4
9454,3420.4
9455,3424.2
9456,3430.2
9457,3413.6
9458,3379.0
9459,3357.2
9460,3345.6
9461,3339.2
9462,3319.8
9463,3297.0
9464,3297.8
9465,3269.8
9466,3255.2
9467,3230.8
9468,3228.8
9469,3224.8
9470,3197.8
9471,3196.8
9472,3200.2
9473,3225.6
9474,3233.8
9475,3234.0
9476,3231.8
9477,3227.8
9478,3232.6
9479,3243.8
9480,3250.6
9481,3251.0
9482,3239.6
9483,3240.4
9484,3235.6
9485,3239.8
9486,3220.8
9487,3183.0
9488,3133.6
9489,3084.4
9490,3042.4
9491,2972.4
9492,2940.6
9493,2890.4
9494,2840.4
9495,2776.6
9496,2706.0
9497,2644.8
9498,2598.2
9499,2543.2
9500,2495.2
9501,2487.8
9502,2457.2
9503,2419.2
9504,2410.6
9505,2394.2
9506,2381.6
9507,2354.2
9508,2339.4
9509,2327.0
9510,2346.6
9511,2361.2
9512,2366.6
9513,2387.8
9514,2408.6
9515,2418.6
9516,2436.8
9517,2456.6
9518,2488.8
9519,2520.8
9520,2578.8
9521,2629.2
9522,2680.8
9523,2763.0
9524,2896.4
9525,3010.2
9526,3079.6
9527,3134.2
9528,3191.0
9529,3242.8
9530,3276.6
9531,3315.4
9532,3346.4
9533,3372.4
9534,3374.0
9535,3380.6
9536,3360.0
9537,3371.0
9538,3389.8
9539,3424.0
9540,3405.6
9541,3428.0
9542,3425.8
9543,3438.4
9544,3426.8
9545,3424.8
9546,3446.4
9547,3439.2
9548,3403.0
9549,3392.6
9550,3406.4
9551,3391.2
9552,3407.0
9553,3383.0
9554,3369.4
9555,3338.8
9556,3329.2
9557,3324.0
9558,3305.2
9559,3283.6
9560,3290.2
9561,3283.0
9562,3254.8
9563,3219.8
9564,3212.6
9565,3204.6
9566,3184.6
9567,3171.2
9568,3181.0
9569,3189.0
9570,3173.0
9571,3185.8
9572,3189.6
9573,3193.2
9574,3190.6
9575,3186.2
9576,3199.4
9577,3188.6
9578,3170.8
9579,3179.8
9580,3173.4
9581,3188.4
9582,3185.2
9583,3146.4
9584,3123.4
9585,3075.6
9586,3012.8
9587,2966.0
9588,2921.2
9589,2874.4
9590,2814.2
9591,2768.6
9592,2712.0
9593,2659.2
9594,2615.8
9595,2567.2
9596,2508.4
9597,2492.6
9598,2461.0
9599,2437.0
9600,2418.8
9601,2406.4
9602,2394.2
9603,2380.0
9604,2366.2
9605,2359.2
9606,2356.6
9607,2374.4
9608,2372.6
9609,2385.8
9610,2387.4
9611,2396.8
9612,2439.6
9613,2448.2
9614,2468.8
9615,2502.0
9616,2554.0
9617,2575.2
9618,2631.2
9619,2712.4
9620,2867.4
9621,2960.6
9622,3020.4
9623,3077.0
9624,3141.4
9625,3193.4
9626,3229.8
9627,3261.6
9628,3297.0
9629,3315.8
9630,3314.8
9631,3319.2
9632,3297.4
9633,3302.4
9634,3300.4
9635,3328.8
9636,3319.2
9637,3330.4
9638,3349.4
9639,3357.2
9640,3373.0
9641,3378.8
9642,3398.8
9643,3395.4
9644,3386.2
9645,3377.4
9646,3367.0
9647,3371.4
9648,3368.2
9649,3341.8
9650,3322.2
9651,3282.6
9652,3255.4
9653,3245.0
9654,3227.6
9655,3232.4
9656,3254.8
9657,3219.2
9658,3212.0
9659,3191.8
9660,3177.6
9661,3159.8
9662,3145.6
9663,3133.0
9664,3153.6
9665,3160.6
9666,3164.2
9667,3169.6
9668,3165.4
9669,3154.4
9670,3173.0
9671,3181.2
9672,3184.0
9673,3180.6
9674,3172.4
9675,3182.0
9676,3181.8
9677,3190.6
9678,3189.0
9679,3156.8
9680,3125.0
9681,3081.4
9682,3024.6
9683,2980.0
9684,2947.4
9685,2903.0
9686,2848.2
9687,2784.4
9688,2725.6
9689,2665.0
9690,2609.8
9691,2565.6
9692,2508.4
9693,2495.6
9694,2480.8
9695,2461.6
9696,2436.2
9697,2427.4
9698,2421.0
9699,2405.0
9700,2389.0
9701,2384.0
9702,2387.4
9703,2393.2
9704,2413.8
9705,2413.4
9706,2406.6
9707,2421.2
9708,2453.2
9709,2478.8
9710,2490.8
9711,2518.0
9712,2575.6
9713,2614.8
9714,2650.6
9715,2731.0
9716,2864.6
9717,2975.2
9718,3033.0
9719,3100.6
9720,3183.2
9721,3241.6
9722,3281.4
9723,3317.8
9724,3361.2
9725,3383.2
9726,3400.6
9727,3395.8
9728,3379.6
9729,3385.4
9730,3410.0
9731,3415.8
9732,3424.4
9733,3422.6
9734,3440.4
9735,3456.4
9736,3445.6
9737,3462.6
9738,3463.6
9739,3454.6
9740,3414.8
9741,3394.0
9742,3382.0
9743,3368.0
9744,3353.8
9745,3341.0
9746,3318.8
9747,3288.8
9748,3253.6
9749,3246.4
9750,3224.4
9751,3214.4
9752,3214.0
9753,3193.8
9754,3171.6
9755,3134.8
9756,3145.4
9757,3147.8
9758,3120.2
9759,3124.2
9760,3140.6
9761,3139.8
9762,3142.8
9763,3146.8
9764,3149.2
9765,3139.6
9766,3145.8
9767,3143.4
9768,3150.2
9769,3117.8
9770,3110.2
9771,3130.2
9772,3122.2
9773,3129.6
9774,3109.4
9775,3078.0
9776,3046.6
9777,3004.4
9778,2957.2
9779,2915.2
9780,2894.0
9781,2858.0
9782,2810.4
9783,2763.2
9784,2708.0
9785,2658.0
9786,2608.2
9787,2573.0
9788,2517.2
9789,2477.4
9790,2437.4
9791,2426.2
9792,2384.0
9793,2357.8
9794,2333.0
9795,2321.4
9796,2297.0
9797,2286.0
9798,2283.4
9799,2284.6
9800,2279.8
9801,2278.4
9802,2291.0
9803,2280.0
9804,2287.4
9805,2292.2
9806,2311.8
9807,2299.2
9808,2317.4
9809,2305.2
9810,2302.2
9811,2321.6
9812,2355.4
9813,2368.6
9814,2376.0
9815,2402.2
9816,2440.0
9817,2479.6
9818,2542.2
9819,2596.6
9820,2648.0
