Line,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm,x,r,g,b,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,capital_cost,build_year,lifetime,carrier,terrain_factor,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt
286,219,220,13.7,3,50,1636864,2.6,15.054,15054,1,TenneT,Eickum - Bechterdissen,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.5712588278729 52.1053649602273,8.65937290290079 51.9996101318907)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
287,219,220,13.7,3,50,1636865,2.6,15.048,15048,1,TenneT,Eickum - Bechterdissen,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.5712588278729 52.1053649602273,8.65937290290079 51.9996101318907)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
288,219,209,13.7,3,50,1636866,2.6,45.501,45501,1,TenneT,Overstädt - Eickum,0.025,3018,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.5712588278729 52.1053649602273,8.93969252741257 52.4030332405173)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
289,94,95,13.7,3,50,1636917,2.6,61.846,61846,1,Amprion,Niedersachsen Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.88957671235007 52.2773967624078)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
290,159,221,6.85,3,50,1637160,1.3,57.405,57405,0.5,TenneT,,0.05,304,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,7.31136229105814 53.1257665563186)",0.5,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
291,159,221,6.85,3,50,1637161,1.3,57.397,57397,0.5,TenneT,,0.05,304,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,7.31136229105814 53.1257665563186)",0.5,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
292,34,161,11.5,3,50,1637162,1.3,33.166,33166,1,TenneT,204 rot,0.08,204,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.05283751634017 53.3338809598955)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
293,222,221,13.7,6,50,1637163,2.6,26.834,26834,1,TenneT,Diele (DE) - Meeden (NL),0.025,306,1711.266198,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(6.94948397153705 53.1235378223082,7.31136229105814 53.1257665563186)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
294,34,161,11.5,3,50,1637164,1.3,33.17,33170,1,TenneT,204 blau,0.08,204,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.05283751634017 53.3338809598955)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
295,211,52,,3,50,1638847,,152.12,152120,0.5,Amprion,Kaiserslautern Süd,,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(7.23579344536789 49.3693923629482,8.3133401659254 49.0090434643525)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
296,215,223,,3,50,1638848,,73.707,73707,1,Amprion,Weingarten Ltg,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.40826973550855 49.5285689245626,8.27327814618118 49.0293980916396)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
297,224,215,,3,50,1638849,,28.868,28868,1,Amprion,Roxheim Süd,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.40826973550855 49.5285689245626)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
298,225,224,,3,50,1638851,,63.539,63539,1,Amprion,Eisbach Süd,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.72920197913641 49.4826474297682,8.3523338799966 49.4212743386606)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
299,224,223,,3,50,1638852,,46.981,46981,1,Amprion,Bienwald West,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.3523338799966 49.4212743386606,8.27327814618118 49.0293980916396)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
300,226,6,5.75,3,50,1639492,0.65,48.552,48552,0.5,TenneT,Leitung 2001/2030,0.16,2001/2030,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.79733602695253 52.0008392513306,9.91814864613865 52.3799963125719)",0.64,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
301,7,3,13.7,3,50,1639494,2.6,53.907,53907,1,TenneT,Leitung 3027,0.025,3027,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.91717971972185 52.2781686139394,9.38974509624863 52.0263130660355)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
302,216,227,13.7,3,50,1641461,2.6,114.939,114939,1,Amprion,Donau Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.1907874369222 48.914416873799,10.0821573264928 48.2660901578788)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
303,228,229,,3,50,1641462,,15.95,15950,1,Amprion,Bergstraße,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.62716125806072 49.5435952670263,8.50180851652818 49.4449115114399)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
304,227,230,13.7,3,50,1641463,2.6,46.07,46070,1,Amprion,Günzburg Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
305,231,53,27.4,6,50,1641466,5.2,83.096,83096,2,Amprion,Rheingraben,0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.95805402328778 47.5954722640613,7.75349546540486 48.0993557006259)",0.125,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
306,232_220kV,233_220kV,,3,50,1641467,,19.756,19756,1,Amprion,Iller Ltg.,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,9.88551509756969 48.3040743584705)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
307,234,235,,3,50,1641471,,69.709,69709,1,Amprion,Gurtweil - Stockach,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.01340238045655 47.8453486310857,8.25192548128222 47.6397698264894)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
308,236_220kV,214,,3,50,1641472,,86.251,86251,1,Amprion,Nord-Süd-Leitung RWE Hoheneck–Rheinau,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.19675652645089 48.9129634380259,8.5471609252134 49.4405396661002)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
309,227,230,13.7,3,50,1641474,2.6,46.128,46128,1,Amprion,Günzburg Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.0821573264928 48.2660901578788,10.391776056934 48.5184609117668)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
310,233,227,13.7,3,50,1641476,2.6,16.751,16751,1,Amprion,Donau West,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.88551509756969 48.3040743584705,10.0821573264928 48.2660901578788)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
311,237,238,11.5,3,,1641479,1.3,39.816,39816,1,Amprion,Heisdorf - Trier Süd,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.62053556843084 49.7489386710632)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
312,110,198,13.7,3,50,1703681,2.6,2.163,2163,1,Amprion,Westfalen E,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9706568937083 51.6768446667846)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
313,212,100,13.7,3,,1641482,2.6,45.951,45951,1,Amprion,Gilzem Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(6.81368431456473 49.7248340737293,6.47473977006816 49.9224692993999)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
314,100_220kV,239,11.5,3,,1641485,1.3,26.324,26324,1,Amprion,Niederstedem Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.70228540768092 49.8289944201161)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
315,238,100_220kV,11.5,3,,1641488,1.3,22.939,22939,1,Amprion,Niederstedem West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.62053556843084 49.7489386710632,6.47473977006816 49.9224692993999)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
316,213,240,,3,50,1641698,,25.189,25189,1,Amprion,Marxheim Ost,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.58869049603326 49.8155140579794,8.53151493939883 50.047874332134)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
317,241,242,13.7,3,50,1641699,2.6,56.963,56963,1,Amprion,Hessen Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.4713716330449 50.0972077427754,8.06573796639762 50.4060681118621)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
318,70,241,13.7,3,50,1641702,2.6,18.92,18920,1,Amprion,Trebur Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
319,70,241,13.7,3,50,1641706,2.6,44.127,44127,1,Amprion,Trebur Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.38855636787547 49.9823050841271,8.4713716330449 50.0972077427754)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
322,68_220kV,213,,3,50,1641734,,34.375,34375,1,Amprion,Pfungstadt Ost,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
323,68_220kV,213,,3,50,1641735,,34.375,34375,1,Amprion,Kranichstein Ost,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.58869049603326 49.8155140579794)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
324,68,245,13.7,3,50,1641756,2.6,20.861,20861,1,Amprion,Untermain Nord,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.98953614977701 50.0602550608281)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
325,245,246,13.7,3,50,1641757,2.6,4.447,4447,1,Amprion,Untermain Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.98953614977701 50.0602550608281,8.95870856177306 50.0826078105489)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
326,68,246,13.7,3,50,1641761,2.6,23.705,23705,1,Amprion,Karlstein Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.95870856177306 50.0826078105489)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
327,232_220kV,247_220kV,23,3,50,1641774,2.6,73.168,73168,2,Amprion,Füssen West,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(10.0837512706734 48.268867515302,10.363384232266 47.7383368092793)",0.16,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
328,247,227,13.7,3,50,1641775,2.6,73.219,73219,1,Amprion,Vöhringen Ost,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(10.363384232266 47.7383368092793,10.0821573264928 48.2660901578788)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
329,248,208,13.7,3,50,1659072,2.6,5.866,5866,1,Amprion,Stummhafen 1A,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.46150025901999 51.6146143079042,7.4035444340631 51.644449487967)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
330,112,208,13.7,3,50,1659073,2.6,10.355,10355,1,Amprion,Mengede Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.4035444340631 51.644449487967)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
331,167,165_220kV,11.5,3,50,1685857,1.3,25.186,25186,1,Amprion,Wambel West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.52228010104186 51.5321980552231,7.70831848872651 51.6762033088437)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
332,165,249,13.7,3,50,1686082,2.6,1.221,1221,1,Amprion,Gersteinwerk K2,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71823231962748 51.6743422007117)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
333,165_220kV,250_220kV,11.5,3,50,1686885,1.3,0.485,485,1,Amprion,Gersteinwerk F2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71554341949648 51.6736430744508)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
334,165_220kV,251_220kV,11.5,3,50,1686886,1.3,0.487,487,1,Amprion,Gersteinwerk G2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71459453349968 51.6730996381138)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
335,165_220kV,252_220kV,11.5,3,50,1686887,1.3,0.401,401,1,Amprion,Gersteinwerk I2,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.71270093431027 51.672663662233)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
336,110,253,13.7,3,50,1703456,2.6,1.378,1378,1,Amprion,Lippborg Trafo 412,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.98122159643085 51.6735262619046)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
337,69_220kV,254,5.75,3,50,1734958,0.65,64.037,64037,0.5,Amprion,Windesheim,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.79256714933307 49.8105487811028)",0.64,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
338,128_220kV,255,,3,50,1735055,,73.5,73500,1,Amprion,Kondelwald,,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.44948529010545 50.4025276621126,6.92013045452502 49.9705818904706)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
339,237,239,11.5,3,,1735096,1.3,50.055,50055,1,Amprion,Heisdorf - Quint Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.13981113770544 49.6686086456422,6.70228540768092 49.8289944201161)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
340,256,238,5.75,3,,1735138,0.65,59.101,59101,0.5,Amprion,Saar Nord,0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(6.75552340556687 49.3648695914696,6.62053556843084 49.7489386710632)",0.64,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
341,69_220kV,215,11.5,3,50,1737369,1.3,13.164,13164,1,Amprion,Anilin 3c,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
342,69_220kV,215,11.5,3,50,1737370,1.3,13.157,13157,1,Amprion,Anilin 4d,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.40826973550855 49.5285689245626)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
343,69,257,13.7,3,50,1737371,2.6,10.838,10838,1,Amprion,Biblis 1a,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
344,69,257,13.7,3,50,1737372,2.6,10.824,10824,1,Amprion,Biblis 2b,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,8.41467459584413 49.7091468139245)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
345,69_220kV,225,23,3,50,1737381,2.6,66.41,66410,2,Amprion,Roxheim Nord,0.04,,990.7330619,Al/St 240/40 2-bundle 220.0,220000,4,"SRID=4326;LINESTRING(8.41937105938048 49.6337356823792,7.72920197913641 49.4826474297682)",0.16,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
346,258,259,11.5,3,50,1740850,1.3,15.315,15315,1,TenneT,Leitung 2014,0.08,2,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(9.88280429847019 51.5155074976724,9.85139357253472 51.6491352399809)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
347,260,190,,3,50,1747957,,33.84,33840,0.5,,OBJTT-ENGST 380 kV,,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,8.87294280487974 48.3100912582216)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
348,260,261,,3,50,1747958,,45.58,45580,0.5,EnBW Transportnetze AG,PULVE-OBJTT 380 kV,,,855.6330989,Al/St 240/40 4-bundle 380.0,380000,2,"SRID=4326;LINESTRING(8.78579302528601 48.5837674015328,9.0454349679866 48.9029620137561)",,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
349,262,263,27.4,6,,1750798,5.2,78.45,78450,2,,Bürs - Obermooweiler,0.0125,,3422.532396,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(9.8013171668981 47.6525043240978,9.81091689214732 47.142645296653)",0.125,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
350,264_220kV,263_220kV,5.75,3,,1750800,0.65,132.974,132974,0.5,,Nord-Süd-Leitung (Abschnitt Bürs-Herbertingen),0.16,,247.6832655,Al/St 240/40 2-bundle 220.0,220000,1,"SRID=4326;LINESTRING(9.42551238607291 48.0643507981263,9.81091689214732 47.142645296653)",0.64,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
351,94_220kV,265,11.5,3,50,1778832,1.3,21.123,21123,1,Amprion,Bohmte West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,8.10495957410199 52.2642613740358)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
352,14,266,23,6,,1820695,2.6,51.446,51446,2,,,0.04,250;251,990.7330619,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,12.1301906295374 47.9131654820025)",0.16,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
353,116,267_220kV,11.5,3,50,1897790,1.3,3.267,3267,1,Amprion,Norf Ost,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
354,116,267_220kV,11.5,3,50,1897791,1.3,2.955,2955,1,Amprion,Norf West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.77252309438106 51.1471054906194,6.8018236570969 51.1247880606241)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
355,151,116,11.5,3,50,1897792,1.3,10.958,10958,1,Amprion,Zons Nord,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(6.70967369516713 51.0909407427733,6.77252309438106 51.1471054906194)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
356,111,114,13.7,3,50,1906209,2.6,50.867,50867,1,Amprion,Sauerland Süd,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.62480052815036 51.4278883849265,8.21170597594605 51.1779854801194)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
357,77,111,13.7,3,50,2050530,2.6,33.318,33318,1,Amprion,Twistetal Ost 3,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
358,77,111,13.7,3,50,2050531,2.6,33.322,33322,1,Amprion,Twistetal West 4,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.99279240395088 51.343009397907,8.62480052815036 51.4278883849265)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
359,268,120_220kV,11.5,3,50,2137096,1.3,15.774,15774,1,Amprion,Siegerland West,0.08,,495.366531,Al/St 240/40 2-bundle 220.0,220000,2,"SRID=4326;LINESTRING(7.98506745761923 50.8422254447013,7.86394571365263 50.7682419129404)",0.32,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
360,269,120,13.7,3,50,2137098,2.6,75.879,75879,1,Amprion;TenneT,Westerwald Ost 2,0.025,,1711.266198,Al/St 240/40 4-bundle 380.0,380000,4,"SRID=4326;LINESTRING(8.284861778672 50.7590735194915,7.86394571365263 50.7682419129404)",0.25,0,0,0,0,0,FALSE,0,inf,1,0,0,inf,,1,#NAME?,inf,,0,0,0,0,0,0,0
