name,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion0,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,125.56845129999999,125.56845129999999,0.95,0.95,1,129.3546983,0.28,0.28,0,battery_operator_0,DE1-220
battery_li_ion1,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,80.69235653,80.69235653,0.95,0.95,1,84.50841753,0.28,0.28,0,battery_operator_1,DE10-380
battery_li_ion2,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,33.15307616,33.15307616,0.95,0.95,1,36.52734616,0.28,0.28,0,battery_operator_2,DE100-220
battery_li_ion3,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.140316159999998,29.140316159999998,0.95,0.95,1,29.15390616,0.28,0.28,0,battery_operator_3,DE100-380
battery_li_ion4,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,36.05948616,36.05948616,0.95,0.95,1,44.09172616,0.28,0.28,0,battery_operator_4,DE102-220
battery_li_ion5,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.119866159999997,29.119866159999997,0.95,0.95,1,29.119866159999997,0.28,0.28,0,battery_operator_5,DE102-380
battery_li_ion6,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,330.45040900000004,330.45040900000004,0.95,0.95,1,389.579944,0.28,0.28,0,battery_operator_6,DE103-380
battery_li_ion7,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,106.08049808,106.08049808,0.95,0.95,1,114.33028508000001,0.28,0.28,0,battery_operator_7,DE104-380
battery_li_ion8,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.14326616,29.14326616,0.95,0.95,1,29.14806616,0.28,0.28,0,battery_operator_8,DE105-220
battery_li_ion9,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_9,DE106-220
battery_li_ion10,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_10,DE107-220
battery_li_ion11,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_11,DE107-380
battery_li_ion12,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,99.67203153,99.67203153,0.95,0.95,1,107.97611353,0.28,0.28,0,battery_operator_12,DE108-220
battery_li_ion13,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,32.18706616,32.18706616,0.95,0.95,1,34.33661616,0.28,0.28,0,battery_operator_13,DE109-220
battery_li_ion14,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,75.10858353,75.10858353,0.95,0.95,1,75.13500352999999,0.28,0.28,0,battery_operator_14,DE11-380
