,demand_DE
5181,50444
5182,49764
5183,48988
5184,47652
5185,47132
5186,46536
5187,45872
5188,45120
5189,44800
5190,44456
5191,44304
5192,44076
5193,43936
5194,43960
5195,43764
5196,43716
5197,43720
5198,43660
5199,43672
5200,43896
5201,44040
5202,43860
5203,43892
5204,43808
5205,43580
5206,43308
5207,43084
5208,42768
5209,42936
5210,43352
5211,43704
5212,43844
5213,44212
5214,45008
5215,45784
5216,46840
5217,47668
5218,48496
5219,49112
5220,49772
5221,50700
5222,51220
5223,51800
5224,51972
5225,52372
5226,52696
5227,53180
5228,53524
5229,53908
5230,54384
5231,54288
5232,53668
5233,53260
5234,52836
5235,52456
5236,51760
5237,51248
5238,50844
5239,50376
5240,50176
5241,49808
5242,49672
5243,49380
5244,49108
5245,49072
5246,48656
5247,48652
5248,48444
5249,48796
5250,49104
5251,49508
5252,50224
5253,51180
5254,52456
5255,53796
5256,55968
5257,57528
5258,58120
5259,57876
5260,57872
5261,57000
5262,56624
5263,56032
5264,55664
5265,54992
5266,54012
5267,53288
5268,52908
5269,52604
5270,52580
5271,52680
5272,53164
5273,52848
5274,52228
5275,51184
5276,50412
5277,49760
5278,48896
5279,48160
5280,47736
5281,47100
5282,47036
5283,46872
5284,46572
5285,46184
5286,46036
5287,45912
5288,45748
5289,45728
5290,45688
5291,45836
5292,45928
5293,46164
5294,46540
5295,46720
5296,47548
5297,48164
5298,48760
5299,49316
5300,51180
5301,51984
5302,53244
5303,54824
5304,57900
5305,60332
5306,62852
5307,64588
5308,65576
5309,66348
5310,66852
5311,67584
5312,68336
5313,68488
5314,68596
5315,68496
5316,68076
5317,68568
5318,68356
5319,68728
5320,69032
5321,68768
5322,68880
5323,68696
5324,68988
5325,69176
5326,69344
5327,69180
5328,68684
5329,68496
5330,68308
5331,68184
5332,68336
5333,68120
5334,67636
5335,67124
5336,67064
5337,66888
5338,66452
5339,66196
5340,66152
5341,65492
5342,65228
5343,64928
5344,64784
5345,64656
5346,64596
5347,64492
5348,65088
5349,65556
5350,66272
5351,67472
5352,68616
5353,69792
5354,70784
5355,71064
5356,70788
5357,69884
5358,69100
5359,68484
5360,67380
5361,66036
5362,64820
5363,64048
5364,63476
5365,62556
5366,61684
5367,61032
5368,60728
5369,59840
5370,58508
5371,57512
5372,56636
5373,55532
5374,54508
5375,53684
5376,51976
5377,51260
5378,51004
5379,50500
5380,49964
5381,49428
5382,49260
5383,49012
5384,48840
5385,48644
5386,48756
5387,49156
5388,49168
5389,49504
5390,49540
5391,49904
5392,50364
5393,50496
5394,51116
5395,51464
5396,53148
5397,53764
5398,55032
5399,56680
5400,59520
5401,61836
5402,63884
5403,65516
5404,66692
5405,67196
5406,67752
5407,68084
5408,68664
5409,68560
5410,68504
5411,68420
5412,68076
5413,68736
5414,68832
5415,68688
5416,68772
5417,68644
5418,68692
5419,68840
5420,69192
5421,69216
5422,69256
5423,69144
5424,68684
5425,68120
5426,68088
5427,67704
5428,67848
5429,67672
5430,67308
5431,66664
5432,66496
5433,66508
5434,66252
5435,66092
5436,65960
5437,65592
5438,65208
5439,64984
5440,64576
5441,64328
5442,64204
5443,64444
5444,64600
5445,65276
5446,65888
5447,66864
5448,67744
5449,69180
5450,70244
5451,70544
5452,70232
5453,69392
5454,68520
5455,67976
5456,66972
5457,65760
5458,64864
5459,63740
5460,63044
5461,62012
5462,61032
5463,59964
5464,59864
5465,59060
5466,57784
5467,56788
5468,55796
5469,54416
5470,53552
5471,52844
5472,51964
5473,51244
5474,50756
5475,50392
5476,50012
5477,49696
5478,49388
5479,49236
5480,49232
5481,49056
5482,49032
5483,49184
5484,49712
5485,50124
5486,50364
5487,50584
5488,51184
5489,51568
5490,52176
5491,52856
5492,53940
5493,54832
5494,56008
5495,57384
5496,60112
5497,62268
5498,64284
5499,65692
5500,66752
5501,67456
5502,67972
5503,68628
5504,69004
5505,69300
5506,69728
5507,69672
5508,69132
5509,69084
5510,69536
5511,69608
5512,69748
5513,69876
5514,69948
5515,69696
5516,69752
5517,69868
5518,69920
5519,69504
5520,68852
5521,68536
5522,68572
5523,68272
5524,68024
5525,67732
5526,67908
5527,67180
5528,67124
5529,66876
5530,66384
5531,65816
5532,65856
5533,65516
5534,65268
5535,64696
5536,64520
5537,64484
5538,64316
5539,64448
5540,64848
5541,65300
5542,66104
5543,67148
5544,68676
5545,70100
5546,71360
5547,71736
5548,71524
5549,70904
5550,70456
5551,69556
5552,68516
5553,67536
5554,66636
5555,65552
5556,64308
5557,63488
5558,62280
5559,61124
5560,60896
5561,60180
5562,58972
5563,57964
5564,57268
5565,56156
5566,55420
5567,54768
5568,53412
5569,52924
5570,52492
5571,51672
5572,51232
5573,50672
5574,50504
5575,50084
5576,49988
5577,49936
5578,50220
5579,50072
5580,50348
5581,50684
5582,50720
5583,50964
5584,51488
5585,51784
5586,52296
5587,52516
5588,53800
5589,54320
5590,55112
5591,56344
5592,59260
5593,61540
5594,63508
5595,64904
5596,66428
5597,67188
5598,67620
5599,67992
5600,68528
5601,68908
5602,69168
5603,68988
5604,68656
5605,69020
5606,69168
5607,69580
5608,69012
5609,68796
5610,69124
5611,69188
5612,69564
5613,69268
5614,69560
5615,69360
5616,68892
5617,68204
5618,67924
5619,68016
5620,67720
5621,67596
5622,66972
5623,66204
5624,66472
5625,66104
5626,66180
5627,66180
5628,66636
5629,66736
5630,66380
5631,66472
5632,65960
5633,65748
5634,65556
5635,65768
5636,66464
5637,67020
5638,67652
5639,68492
5640,69344
5641,70408
5642,71040
5643,71076
5644,70704
5645,69944
5646,69492
5647,68608
5648,67428
5649,65972
5650,64652
5651,63768
5652,63116
5653,62108
5654,61032
5655,60140
5656,59856
5657,58764
5658,57672
5659,56688
5660,55692
5661,54440
5662,53188
5663,52076
5664,51436
5665,50792
5666,50284
5667,49892
5668,49488
5669,49128
5670,48996
5671,48632
5672,48196
5673,47976
5674,48220
5675,48192
5676,48072
5677,48272
5678,48440
5679,48760
5680,49304
5681,49744
5682,50312
5683,50836
5684,52180
5685,52832
5686,54308
5687,55860
5688,58332
5689,60552
5690,62372
5691,63852
5692,65352
5693,65952
5694,66968
5695,67828
5696,68608
5697,69060
5698,69524
5699,69940
5700,69652
5701,70136
5702,70580
5703,71036
5704,71312
5705,71712
5706,71776
5707,72024
5708,72140
5709,72476
5710,72644
5711,72604
5712,72120
5713,71748
5714,71460
5715,71288
5716,71020
5717,70380
5718,70000
5719,69176
5720,68884
5721,68400
5722,68176
5723,67984
5724,67924
5725,67408
5726,66936
5727,66440
5728,66524
5729,66228
5730,66108
5731,66108
5732,66492
5733,66668
5734,66888
5735,67744
5736,67900
5737,68468
5738,68988
5739,68756
5740,68436
5741,67552
5742,66836
5743,65948
5744,64516
5745,63616
5746,62296
5747,61036
5748,60368
5749,59984
5750,59032
5751,58296
5752,57828
5753,57252
5754,56320
5755,55608
5756,54276
5757,53460
5758,52176
5759,51740
5760,51204
5761,50500
5762,49884
5763,49192
5764,48592
5765,48208
5766,47616
5767,47468
5768,47128
5769,47048
5770,47016
5771,46912
5772,46900
5773,46776
5774,46756
5775,46488
5776,46740
5777,46588
5778,46648
5779,46736
5780,47036
5781,46828
5782,46708
5783,46904
5784,47492
5785,47824
5786,48616
5787,49280
5788,49936
5789,50716
5790,51692
5791,52948
5792,54088
5793,55100
5794,56156
5795,56716
5796,57532
5797,58288
5798,58812
5799,59408
5800,59584
5801,59996
5802,60496
5803,60332
5804,60660
5805,60844
5806,60720
5807,60612
5808,59812
5809,59672
5810,59428
5811,58760
5812,58064
5813,57672
5814,57044
5815,56512
5816,56160
5817,55764
5818,55516
5819,55300
5820,55280
5821,54952
5822,54836
5823,54844
5824,54848
5825,55108
5826,55000
5827,55400
5828,56000
5829,56716
5830,57760
5831,58800
5832,60044
5833,60904
5834,61168
5835,60900
5836,61044
5837,60840
5838,60012
5839,59240
5840,58012
5841,56868
5842,55664
5843,54124
5844,54052
5845,53256
5846,52648
5847,52156
5848,52592
5849,52052
5850,51160
5851,50252
5852,49476
5853,48772
5854,48148
5855,47448
5856,46612
5857,45864
5858,45296
5859,44852
5860,44296
5861,43576
5862,43148
5863,42828
5864,42804
5865,42392
5866,42472
5867,42564
5868,42572
5869,42604
5870,42688
5871,42916
5872,43404
5873,43312
5874,43388
5875,43428
5876,43744
5877,43576
5878,43512
5879,43424
5880,43444
5881,43596
5882,43812
5883,44184
5884,44324
5885,44740
5886,45312
5887,46416
5888,47404
5889,48472
5890,49400
5891,50184
5892,51228
5893,51500
5894,51804
5895,52692
5896,52952
5897,53644
5898,54004
5899,54780
5900,55216
5901,56016
5902,56268
5903,56008
5904,55772
5905,55524
5906,54880
5907,54268
5908,53576
5909,52992
5910,52504
5911,52180
5912,51780
5913,51476
5914,51116
5915,51112
5916,51168
5917,51252
5918,51232
5919,50900
5920,50736
5921,50856
5922,51348
5923,51692
5924,52192
5925,52284
5926,53252
5927,54352
5928,56044
5929,56848
5930,57368
5931,57424
5932,57788
5933,57248
5934,56676
5935,56244
5936,55392
5937,54448
5938,53528
5939,52868
5940,52924
5941,52424
5942,52180
5943,52416
5944,52896
5945,52160
5946,51492
5947,50908
5948,50044
5949,49492
5950,48604
5951,47932
5952,48120
5953,47508
5954,47172
5955,46652
5956,46456
5957,45836
5958,45392
5959,45276
5960,45096
5961,45132
5962,45120
5963,45444
5964,45888
5965,46428
5966,46600
5967,46528
5968,47076
5969,47580
5970,48220
5971,49020
5972,50112
5973,51008
5974,52272
5975,53852
5976,56324
5977,58760
5978,60364
5979,61512
5980,63308
5981,64032
5982,64944
5983,66032
5984,66844
5985,67752
5986,68424
5987,68524
5988,68176
5989,68492
5990,68852
5991,69140
5992,69308
5993,69636
5994,69972
5995,70072
5996,70280
5997,70560
5998,71156
5999,71016
6000,70080
6001,69548
6002,69152
6003,69056
6004,68760
6005,68588
6006,68712
6007,68036
6008,67952
6009,67876
6010,67496
6011,67328
6012,67872
6013,67568
6014,66972
6015,66684
6016,66200
6017,65980
6018,65664
6019,65720
6020,66328
6021,66764
6022,67536
6023,68100
6024,68696
6025,69508
6026,70416
6027,70684
6028,70580
6029,69996
6030,69472
6031,68460
6032,66876
6033,65800
6034,64720
6035,63760
6036,62892
6037,62168
6038,61180
6039,60484
6040,59960
6041,59472
6042,58388
6043,57584
6044,56204
6045,55156
6046,54272
6047,53516
6048,53008
6049,51884
6050,51776
6051,51480
6052,51276
6053,51012
6054,50448
6055,50308
6056,50112
6057,49940
6058,50076
6059,49816
6060,50052
6061,50252
6062,50380
6063,50652
6064,50896
6065,51364
6066,51828
6067,52068
6068,53780
6069,54680
6070,55580
6071,56696
6072,58968
6073,61104
6074,62412
6075,63512
6076,64900
6077,66164
6078,66784
6079,67752
6080,68316
6081,69080
6082,69868
6083,69940
6084,69588
6085,69908
6086,70708
6087,71152
6088,71376
6089,71288
6090,71456
6091,71744
6092,71800
6093,71964
6094,72100
6095,71816
6096,71672
6097,70972
6098,71048
6099,70996
6100,70688
6101,70240
6102,69728
6103,68992
6104,69100
6105,69060
6106,68636
6107,68280
6108,68180
6109,68008
6110,67736
6111,67388
6112,67288
6113,67028
6114,66980
6115,66836
6116,66928
6117,67380
6118,67572
6119,68104
6120,68996
6121,69948
6122,70864
6123,70960
6124,71064
6125,70368
6126,69540
6127,68880
6128,67796
6129,66724
6130,65644
6131,64528
6132,63608
6133,62984
6134,62012
6135,61188
6136,60976
6137,59944
6138,59308
6139,58188
6140,56988
6141,55560
6142,54484
6143,53692
6144,52544
6145,51772
6146,51248
6147,50832
6148,50196
6149,49732
6150,49436
6151,49324
6152,49088
6153,48840
6154,49200
6155,49188
6156,49304
6157,49416
6158,49756
6159,49976
6160,50472
6161,51024
6162,51856
6163,52448
6164,53644
6165,54404
6166,55068
6167,56596
6168,58776
6169,61072
6170,63040
6171,64208
6172,65512
6173,66324
6174,66908
6175,67544
6176,68232
6177,68840
6178,69288
6179,69568
6180,69240
6181,69476
6182,69888
6183,69920
6184,69616
6185,69320
6186,69436
6187,69760
6188,69936
6189,70312
6190,70552
6191,70584
6192,70364
6193,69856
6194,69864
6195,69884
6196,70184
6197,69792
6198,69372
6199,68932
6200,68660
6201,68532
6202,68316
6203,68316
6204,68584
6205,68488
6206,68020
6207,67668
6208,67544
6209,67220
6210,67028
6211,66876
6212,67528
6213,67800
6214,68752
6215,69236
6216,70524
6217,71604
6218,72504
6219,72584
6220,72476
6221,71740
6222,71036
6223,70196
6224,69068
6225,67988
6226,66840
6227,65732
6228,64308
6229,63416
6230,62308
6231,61528
6232,60736
6233,60128
6234,58992
6235,57896
6236,56636
6237,55456
6238,54836
6239,53564
6240,53148
6241,52284
6242,52096
6243,51744
6244,50704
6245,50276
6246,49952
6247,49448
6248,48832
6249,48668
6250,48720
6251,48840
6252,48780
6253,48912
6254,48908
6255,49124
6256,49484
6257,49848
6258,50672
6259,51352
6260,52636
6261,53540
6262,54560
6263,55696
6264,58540
6265,61132
6266,62704
6267,63756
6268,65304
6269,66188
6270,66740
6271,67552
6272,68632
6273,69224
6274,69348
6275,69780
6276,69340
6277,69876
6278,70408
6279,70632
6280,71064
6281,71452
6282,71768
6283,71892
6284,71896
6285,71664
6286,72060
6287,72056
6288,71948
6289,71568
6290,71568
6291,71132
6292,71312
6293,70736
6294,70340
6295,70060
6296,69932
6297,69952
6298,69868
6299,69384
6300,69548
6301,69648
6302,69032
6303,68448
6304,68184
6305,67964
6306,67644
6307,67552
6308,67844
6309,67880
6310,68224
6311,68768
6312,69500
6313,70496
6314,71912
6315,72396
6316,72316
6317,71832
6318,71480
6319,70880
6320,69200
6321,68156
6322,67088
6323,66092
6324,64992
6325,64152
6326,63144
6327,62312
6328,61724
6329,60952
6330,59932
6331,58720
6332,57684
6333,56944
6334,56336
6335,55404
6336,54680
6337,53736
6338,53184
6339,52676
6340,51688
6341,51296
6342,50740
6343,50584
6344,50068
6345,49864
6346,49928
6347,50156
6348,50640
6349,50716
6350,51268
6351,51512
6352,52136
6353,52208
6354,52620
6355,53264
6356,54416
6357,55204
6358,56016
6359,57236
6360,60036
6361,62044
6362,63172
6363,64124
6364,65268
6365,66304
6366,67108
6367,67900
6368,68664
6369,69088
6370,69464
6371,69444
6372,69432
6373,70164
6374,70400
6375,70428
6376,70208
6377,70628
6378,70980
6379,71084
6380,71108
6381,71312
6382,71212
6383,71052
6384,70548
6385,70696
6386,70220
6387,69752
6388,69636
6389,69020
6390,68540
6391,67368
6392,67092
6393,66660
6394,66344
6395,66008
6396,66096
6397,65504
6398,64984
6399,64244
6400,64532
6401,64268
6402,63988
6403,64068
6404,64652
6405,64756
6406,64968
6407,65344
6408,66004
6409,67000
6410,67812
6411,68156
6412,68184
6413,67504
6414,66972
6415,65952
6416,64824
6417,64004
6418,62800
6419,61580
6420,61052
6421,60128
6422,59312
6423,58364
6424,58124
6425,57160
6426,56300
6427,55536
6428,54352
6429,53116
6430,52716
6431,51692
6432,51324
6433,50492
6434,50052
6435,49272
6436,48580
6437,48676
6438,48360
6439,47820
6440,47276
6441,47076
6442,47148
6443,47088
6444,47296
6445,47264
6446,47404
6447,47660
6448,47764
6449,47788
6450,48236
6451,48212
6452,48336
6453,48648
6454,48532
6455,48896
6456,49184
6457,49444
6458,50168
6459,50552
6460,51332
6461,51964
6462,52948
6463,54088
6464,54936
6465,55468
6466,56504
6467,57252
6468,58056
6469,58428
6470,59060
6471,59548
6472,59772
6473,59932
6474,60276
6475,60744
6476,60800
6477,60944
6478,61288
6479,60860
6480,60484
6481,60104
6482,59708
6483,59272
6484,58984
6485,58624
6486,58428
6487,57856
6488,57244
6489,57064
6490,57148
6491,56804
6492,56472
6493,56492
6494,56212
6495,56372
6496,56560
6497,56416
6498,56272
6499,56100
6500,56712
6501,56696
6502,57460
6503,58020
6504,58884
6505,59484
6506,60380
6507,60688
6508,60400
6509,59904
6510,59596
6511,58636
6512,57720
6513,56280
6514,55432
6515,54804
6516,54268
6517,53776
6518,53068
6519,52372
6520,52232
6521,51700
6522,50928
6523,50228
6524,49412
6525,48708
6526,48204
6527,47748
6528,46728
6529,45868
6530,45356
6531,44784
6532,43880
6533,43456
6534,42940
6535,42996
6536,42676
6537,42700
6538,42880
6539,42500
6540,42268
6541,42132
6542,42232
6543,41924
6544,41800
6545,41932
6546,41916
6547,42056
6548,41976
6549,41960
6550,41792
6551,41548
6552,41400
6553,41616
6554,41788
6555,41640
6556,41816
6557,42384
6558,43180
6559,43936
6560,45220
6561,46248
6562,47068
6563,47996
6564,49204
6565,50064
6566,51000
6567,51684
6568,52668
6569,53164
6570,53900
6571,54224
6572,54904
6573,55300
6574,55800
6575,55864
6576,55656
6577,55080
6578,54644
6579,54588
6580,54136
6581,53604
6582,53416
6583,53084
6584,53152
6585,52808
6586,52588
6587,52748
6588,52900
6589,52604
6590,52260
6591,52100
6592,51580
6593,51512
6594,51996
6595,52036
6596,52352
6597,52584
6598,53288
6599,54120
6600,55460
6601,56240
6602,57296
6603,57660
6604,57732
6605,57404
6606,56892
6607,56544
6608,55984
6609,55500
6610,54656
6611,53924
6612,53908
6613,53660
6614,53608
6615,53452
6616,53792
6617,53680
6618,52924
6619,52328
6620,51416
6621,50424
6622,49944
6623,49312
6624,49564
6625,48900
6626,48264
6627,48040
6628,47460
6629,47052
6630,46928
6631,46940
6632,46540
6633,46484
6634,46804
6635,47104
6636,46964
6637,47072
6638,47352
6639,47620
6640,48324
6641,48712
6642,49332
6643,49864
6644,50956
6645,51936
6646,53564
6647,54968
6648,58300
6649,60492
6650,61968
6651,63168
6652,64812
6653,65984
6654,66836
6655,67692
6656,68700
6657,69104
6658,69488
6659,69568
6660,69516
6661,69784
6662,70308
6663,70528
6664,71176
6665,71096
6666,70864
6667,71292
6668,71364
6669,71672
6670,71824
6671,72096
6672,71952
6673,71472
6674,71184
6675,71400
6676,71644
6677,71232
6678,70756
6679,70196
6680,69872
6681,69632
6682,69764
6683,69260
6684,68960
6685,68532
6686,68444
6687,67780
6688,67608
6689,67172
6690,66832
6691,66976
6692,67388
6693,67512
6694,68072
6695,68532
6696,69248
6697,69568
6698,70920
6699,71580
6700,71936
6701,71324
6702,70396
6703,69636
6704,68260
6705,66956
6706,65972
6707,64580
6708,63728
6709,63252
6710,62232
6711,61416
6712,61048
6713,60128
6714,59428
6715,58284
6716,57016
6717,56044
6718,55212
6719,54408
6720,53660
6721,52776
6722,52224
6723,51532
6724,50928
6725,50544
6726,50088
6727,49716
6728,49396
6729,49196
6730,49628
6731,49740
6732,50220
6733,50344
6734,50748
6735,51016
6736,51404
6737,51948
6738,52592
6739,52976
6740,54412
6741,55076
6742,55688
6743,57256
6744,60336
6745,62548
6746,63724
6747,64688
6748,66392
6749,67144
6750,67828
6751,68476
6752,69036
6753,69652
6754,70148
6755,70432
6756,69904
6757,69924
6758,70364
6759,70468
6760,70328
6761,70204
6762,70800
6763,71028
6764,70912
6765,70940
6766,71144
6767,71128
6768,70624
6769,70272
6770,70400
6771,70560
6772,70588
6773,70560
6774,70408
6775,69896
6776,69608
6777,69352
6778,69264
6779,69324
6780,69456
6781,69440
6782,69060
6783,68544
6784,68184
6785,67920
6786,67648
6787,67652
6788,68264
6789,68632
6790,69216
6791,69712
6792,70612
6793,71156
6794,72440
6795,73004
6796,73012
6797,72520
6798,72156
6799,71464
6800,69572
6801,68496
6802,67632
6803,66332
6804,65484
6805,64336
6806,63512
6807,62320
6808,62096
6809,61168
6810,60420
6811,59080
6812,57860
6813,56876
6814,56356
6815,55716
6816,54020
6817,53300
6818,52684
6819,52160
6820,51672
6821,51304
6822,51288
6823,50964
6824,50780
6825,50720
6826,50780
6827,50976
6828,51232
6829,51344
6830,51776
6831,51860
6832,52528
6833,52900
6834,53744
6835,54312
6836,55320
6837,55812
6838,57196
6839,58608
6840,61756
6841,63508
6842,65020
6843,66284
6844,67624
6845,68736
6846,68972
6847,69732
6848,70084
6849,70912
6850,71160
6851,71028
6852,70812
6853,71572
6854,71832
6855,72332
6856,72276
6857,72528
6858,72764
6859,72888
6860,72624
6861,72724
6862,73164
6863,73140
6864,72876
6865,72692
6866,72764
6867,73116
6868,73028
6869,72800
6870,72520
6871,72068
6872,71840
6873,71400
6874,71092
6875,70764
6876,70736
6877,70420
6878,70312
6879,69836
6880,69692
6881,69400
6882,69484
6883,69016
6884,69216
6885,69748
6886,70128
6887,70356
6888,70828
6889,71292
6890,72284
6891,72776
6892,73044
6893,72536
6894,72052
6895,71264
6896,69608
6897,68408
6898,67440
6899,66516
6900,65580
6901,64804
6902,63836
6903,62860
6904,62304
6905,61608
6906,60284
6907,59172
6908,58332
6909,57296
6910,56148
6911,56072
6912,55056
6913,54092
6914,53148
6915,52756
6916,52256
6917,51652
6918,51292
6919,51196
6920,51036
6921,50744
6922,50624
6923,50696
6924,51148
6925,51052
6926,51308
6927,51528
6928,51968
6929,52528
6930,53000
6931,53480
6932,54888
6933,55752
6934,56464
6935,57760
6936,60736
6937,62796
6938,64120
6939,65484
6940,67136
6941,68244
6942,68920
6943,69724
6944,70348
6945,70908
6946,71360
6947,71632
6948,71428
6949,71836
6950,72524
6951,73084
6952,73116
6953,73184
6954,73420
6955,73820
6956,74056
6957,74272
6958,74588
6959,74464
6960,74020
6961,73928
6962,74004
6963,74168
6964,73980
6965,73696
6966,73212
6967,72460
6968,72072
6969,72000
6970,72072
6971,71528
6972,71308
6973,71204
6974,71056
6975,70820
6976,70340
6977,70140
6978,69952
6979,69904
6980,70188
6981,70164
6982,70352
6983,70752
6984,71028
6985,71128
6986,71864
6987,72456
6988,72456
6989,71764
6990,71196
6991,70168
6992,68672
6993,67416
6994,66552
6995,65604
6996,64748
6997,63548
6998,62744
6999,62068
7000,61720
7001,60740
7002,59916
7003,58980
7004,57764
7005,56840
7006,55820
7007,55200
7008,53984
7009,53300
7010,52760
7011,51980
7012,51492
7013,51000
7014,50716
7015,50588
7016,50152
7017,50204
7018,50168
7019,50432
7020,50388
7021,50568
7022,50860
7023,51224
7024,51452
7025,51808
7026,52568
7027,53016
7028,54084
7029,54748
7030,55612
7031,57008
7032,59788
7033,61488
7034,62704
7035,63948
7036,65632
7037,66832
7038,67772
7039,68436
7040,69444
7041,69840
7042,70240
7043,70328
7044,70348
7045,70784
7046,71232
7047,71464
7048,71760
7049,71672
7050,72400
7051,72888
7052,72948
7053,73060
7054,73464
7055,73664
7056,73380
7057,73280
7058,73032
7059,72748
7060,72572
7061,72392
7062,71892
7063,71252
7064,70852
7065,70364
7066,70228
7067,69820
7068,69572
7069,69324
7070,69220
7071,68836
7072,68524
7073,68324
7074,68376
7075,68172
7076,68388
7077,68400
7078,68512
7079,68608
7080,68668
7081,68908
7082,69776
7083,70528
7084,70696
7085,69860
7086,69288
7087,68208
7088,66512
7089,65128
7090,63940
7091,62860
7092,62144
7093,61400
7094,60536
7095,59956
7096,59288
7097,58764
7098,57692
7099,56820
7100,55808
7101,54908
7102,54216
7103,53072
7104,52104
7105,51372
7106,51016
7107,50416
7108,49612
7109,49208
7110,48840
7111,48280
7112,47804
7113,47524
7114,47408
7115,47372
7116,47256
7117,47120
7118,47164
7119,47260
7120,47260
7121,47344
7122,47680
7123,47804
7124,47848
7125,47292
7126,47308
7127,47656
7128,47748
7129,48068
7130,48124
7131,48440
7132,49520
7133,50248
7134,50976
7135,51960
7136,53476
7137,54076
7138,54760
7139,55552
7140,56488
7141,57080
7142,57620
7143,58032
7144,58732
7145,59024
7146,59288
7147,59572
7148,60024
7149,60488
7150,60432
7151,60216
7152,59864
7153,59712
7154,59636
7155,59100
7156,58900
7157,58416
7158,58168
7159,57868
7160,57700
7161,57244
7162,57140
7163,56972
7164,56768
7165,56452
7166,56268
7167,56024
7168,56172
7169,55904
7170,55732
7171,55880
7172,56144
7173,56304
7174,56388
7175,57224
7176,57764
7177,58324
7178,59108
7179,60068
7180,60444
7181,60248
7182,59600
7183,58940
7184,57740
7185,56640
7186,56108
7187,54992
7188,54616
7189,53768
7190,53408
7191,52976
7192,52904
7193,52472
7194,51448
7195,50920
7196,49840
7197,49104
7198,48656
7199,47868
7200,46348
7201,45668
7202,45108
7203,44764
7204,44260
7205,43908
7206,43548
7207,43232
7208,42972
7209,43024
7210,43136
7211,42588
7212,42696
7213,42752
7214,42968
7215,43160
7216,43284
7217,43392
7218,43332
7219,43532
7220,43436
7221,43292
7222,43068
7223,43244
7224,43080
7225,42844
7226,43076
7227,43356
7228,44340
7229,44668
7230,45084
7231,46016
7232,46972
7233,47652
7234,48680
7235,49600
7236,50528
7237,51368
7238,51764
7239,52236
7240,52708
7241,53284
7242,53596
7243,54288
7244,55204
7245,55752
7246,55956
7247,56052
7248,55408
7249,54988
7250,54636
7251,54004
7252,54036
7253,53600
7254,53488
7255,52852
7256,52740
7257,52544
7258,52116
7259,51624
7260,52080
7261,51856
7262,51440
7263,51476
7264,52020
7265,52132
7266,52056
7267,52656
7268,52672
7269,53416
7270,53792
7271,54176
7272,55032
7273,55656
7274,56340
7275,57492
7276,57928
7277,57732
7278,57092
7279,56660
7280,56212
7281,55028
7282,54564
7283,53988
7284,53476
7285,53448
7286,52792
7287,53276
7288,53784
7289,53820
7290,53368
7291,52896
7292,51600
7293,50780
7294,50444
7295,49524
7296,48984
7297,48184
7298,47884
7299,47700
7300,47532
7301,47108
7302,47064
7303,46940
7304,46848
7305,46676
7306,46540
7307,46724
7308,46952
7309,47356
7310,47500
7311,47816
7312,48308
7313,48832
7314,49528
7315,49872
7316,51124
7317,51756
7318,52964
7319,54588
7320,57772
7321,59600
7322,60920
7323,62184
7324,63280
7325,65572
7326,66564
7327,67432
7328,68144
7329,68524
7330,68772
7331,68940
7332,68376
7333,68636
7334,69008
7335,69364
7336,69032
7337,69504
7338,69800
7339,69896
7340,70028
7341,70480
7342,70812
7343,70908
7344,70412
7345,70060
7346,70088
7347,70420
7348,69908
7349,69280
7350,68964
7351,68160
7352,68128
7353,68388
7354,68160
7355,68300
7356,68440
7357,67964
7358,67164
7359,66264
7360,66368
7361,66064
7362,65916
7363,65764
7364,66144
7365,66000
7366,66312
7367,66448
7368,67064
7369,67360
7370,68372
7371,69636
7372,70524
7373,70284
7374,69844
7375,69068
7376,67668
7377,66304
7378,65152
7379,64120
7380,63584
7381,62724
7382,61916
7383,60700
7384,60400
7385,59468
7386,58348
7387,57012
7388,55936
7389,54952
7390,53952
7391,52996
7392,52440
7393,51812
7394,51428
7395,51308
7396,50988
7397,50444
7398,50220
7399,50052
7400,49904
7401,49704
7402,49572
7403,49820
7404,50320
7405,50448
7406,50460
7407,50664
7408,51380
7409,51960
7410,52724
7411,53368
7412,54720
7413,55584
7414,56596
7415,57800
7416,61140
7417,62540
7418,63612
7419,64836
7420,66316
7421,67128
7422,67620
7423,68124
7424,68544
7425,68604
7426,68912
7427,68988
7428,68472
7429,68720
7430,69064
7431,69260
7432,69228
7433,69476
7434,69756
7435,70176
7436,70248
7437,70724
7438,70564
7439,70144
7440,69624
7441,69340
7442,69236
7443,69236
7444,69376
7445,68988
7446,68480
7447,68000
7448,68540
7449,68528
7450,67976
7451,67548
7452,67684
7453,67288
7454,66820
7455,66396
7456,66300
7457,65872
7458,65836
7459,65860
7460,66160
7461,66392
7462,66252
7463,66484
7464,67088
7465,67484
7466,68764
7467,70024
7468,70972
7469,70868
7470,70348
7471,69308
7472,68180
7473,67036
7474,65736
7475,65024
7476,64268
7477,63332
7478,62440
7479,61628
7480,61100
7481,60388
7482,59460
7483,58776
7484,57552
7485,56500
7486,55508
7487,55004
7488,53684
7489,53372
7490,52752
7491,52016
7492,51668
7493,51380
7494,51460
7495,51064
7496,50752
7497,50488
7498,50780
7499,50912
7500,50964
7501,51264
7502,51524
7503,51704
7504,52540
7505,52588
7506,53064
7507,53404
7508,55504
7509,56340
7510,57164
7511,58748
7512,61120
