,supply_volume,demand_volume,demand_volume_energy,supply_volume_energy,price,max_price,min_price,node,product_start,product_end,only_hours,market_id,time,simulation
170,400,400,400,400,119.39,119.39,119.39,,2019-01-06 15:00:00,2019-01-06 16:00:00,,EOM,2019-01-06 15:00:00,experiment_cement_plant_case
171,400,400,400,400,119.39,119.39,119.39,,2019-01-06 16:00:00,2019-01-06 17:00:00,,EOM,2019-01-06 16:00:00,experiment_cement_plant_case
172,400,400,400,400,119.39,119.39,119.39,,2019-01-06 17:00:00,2019-01-06 18:00:00,,EOM,2019-01-06 17:00:00,experiment_cement_plant_case
173,400,400,400,400,119.39,119.39,119.39,,2019-01-06 18:00:00,2019-01-06 19:00:00,,EOM,2019-01-06 18:00:00,experiment_cement_plant_case
174,400,400,400,400,119.39,119.39,119.39,,2019-01-06 19:00:00,2019-01-06 20:00:00,,EOM,2019-01-06 19:00:00,experiment_cement_plant_case
175,400,400,400,400,119.39,119.39,119.39,,2019-01-06 20:00:00,2019-01-06 21:00:00,,EOM,2019-01-06 20:00:00,experiment_cement_plant_case
176,400,400,400,400,119.39,119.39,119.39,,2019-01-06 21:00:00,2019-01-06 22:00:00,,EOM,2019-01-06 21:00:00,experiment_cement_plant_case
177,400,400,400,400,119.39,119.39,119.39,,2019-01-06 22:00:00,2019-01-06 23:00:00,,EOM,2019-01-06 22:00:00,experiment_cement_plant_case
178,419.1,419.1,419.1,419.1,3000,3000,3000,,2019-01-06 23:00:00,2019-01-07 00:00:00,,EOM,2019-01-06 23:00:00,experiment_cement_plant_case
179,0,0,0,0,0,0,0,,2019-01-05 21:00:00,2019-01-06 01:00:00,,CRM_pos,2019-01-05 21:00:00,experiment_cement_plant_case
180,400,400,1600,1600,383.85,537.26,291.8,,2019-01-05 21:00:00,2019-01-06 01:00:00,,CRM_neg,2019-01-05 21:00:00,experiment_cement_plant_case
181,0,0,0,0,0,0,0,,2019-01-06 01:00:00,2019-01-06 05:00:00,,CRM_pos,2019-01-06 01:00:00,experiment_cement_plant_case
182,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 01:00:00,2019-01-06 05:00:00,,CRM_neg,2019-01-06 01:00:00,experiment_cement_plant_case
183,0,0,0,0,0,0,0,,2019-01-06 05:00:00,2019-01-06 09:00:00,,CRM_pos,2019-01-06 05:00:00,experiment_cement_plant_case
184,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 05:00:00,2019-01-06 09:00:00,,CRM_neg,2019-01-06 05:00:00,experiment_cement_plant_case
185,0,0,0,0,0,0,0,,2019-01-06 09:00:00,2019-01-06 13:00:00,,CRM_pos,2019-01-06 09:00:00,experiment_cement_plant_case
186,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 09:00:00,2019-01-06 13:00:00,,CRM_neg,2019-01-06 09:00:00,experiment_cement_plant_case
187,0,0,0,0,0,0,0,,2019-01-06 13:00:00,2019-01-06 17:00:00,,CRM_pos,2019-01-06 13:00:00,experiment_cement_plant_case
188,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 13:00:00,2019-01-06 17:00:00,,CRM_neg,2019-01-06 13:00:00,experiment_cement_plant_case
189,0,0,0,0,0,0,0,,2019-01-06 17:00:00,2019-01-06 21:00:00,,CRM_pos,2019-01-06 17:00:00,experiment_cement_plant_case
190,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 17:00:00,2019-01-06 21:00:00,,CRM_neg,2019-01-06 17:00:00,experiment_cement_plant_case
191,0,0,0,0,0,0,0,,2019-01-06 21:00:00,2019-01-07 01:00:00,,CRM_pos,2019-01-06 21:00:00,experiment_cement_plant_case
192,400,400,1600,1600,383.85,537.26,291.8,,2019-01-06 21:00:00,2019-01-07 01:00:00,,CRM_neg,2019-01-06 21:00:00,experiment_cement_plant_case
193,200,200,800,800,85.3,119.39,64.845,,2019-01-07 01:00:00,2019-01-07 05:00:00,,CRM_pos,2019-01-07 01:00:00,experiment_cement_plant_case
194,0,0,0,0,0,0,0,,2019-01-07 01:00:00,2019-01-07 05:00:00,,CRM_neg,2019-01-07 01:00:00,experiment_cement_plant_case
195,200,200,800,800,85.3,119.39,64.845,,2019-01-07 05:00:00,2019-01-07 09:00:00,,CRM_pos,2019-01-07 05:00:00,experiment_cement_plant_case
196,0,0,0,0,0,0,0,,2019-01-07 05:00:00,2019-01-07 09:00:00,,CRM_neg,2019-01-07 05:00:00,experiment_cement_plant_case
197,200,200,800,800,85.3,119.39,64.845,,2019-01-07 09:00:00,2019-01-07 13:00:00,,CRM_pos,2019-01-07 09:00:00,experiment_cement_plant_case
198,0,0,0,0,0,0,0,,2019-01-07 09:00:00,2019-01-07 13:00:00,,CRM_neg,2019-01-07 09:00:00,experiment_cement_plant_case
199,200,200,800,800,85.3,119.39,64.845,,2019-01-07 13:00:00,2019-01-07 17:00:00,,CRM_pos,2019-01-07 13:00:00,experiment_cement_plant_case
200,0,0,0,0,0,0,0,,2019-01-07 13:00:00,2019-01-07 17:00:00,,CRM_neg,2019-01-07 13:00:00,experiment_cement_plant_case
201,200,200,800,800,85.3,119.39,64.845,,2019-01-07 17:00:00,2019-01-07 21:00:00,,CRM_pos,2019-01-07 17:00:00,experiment_cement_plant_case
202,0,0,0,0,0,0,0,,2019-01-07 17:00:00,2019-01-07 21:00:00,,CRM_neg,2019-01-07 17:00:00,experiment_cement_plant_case
