name,technology,max_power,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_173,Gas turbine,266,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,266,53.2,0.392653455,5.5,93,operator_173,Market
Unit_174,Combined cycle,108.2,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,108.2,21.64,0.561619847,5.5,93,operator_174,Market
Unit_175,Combined cycle,452.9,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,452.9,90.58,0.612089806,5.5,93,operator_175,Market
Unit_176,Combined cycle,92,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,92,18.4,0.38,5.5,42,operator_176,Market
Unit_177,Combined cycle,431,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,431,86.2,0.431239119,5.5,25,operator_177,Market
Unit_178,Combined cycle,63.54,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,63.54,12.708,0.527973207,5.5,34,operator_178,Market
Unit_179,Combined cycle,64.603,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,64.603,12.9206,0.586854826,5.5,34,operator_179,Market
Unit_180,Gas turbine,67.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,5.5,34,operator_180,Market
Unit_181,Gas turbine,67.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,5.5,34,operator_181,Market
Unit_182,Gas turbine,55.4,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.4,11.08,0.434329323,5.5,119,operator_182,Market
Unit_183,Steam turbine,359,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,359,71.8,0.35685904,5.5,19,operator_183,Market
Unit_184,Combined cycle,58,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58,11.6,0.591060656,5.5,19,operator_184,Market
Unit_185,Combined cycle,58,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58,11.6,0.591060656,5.5,19,operator_185,Market
Unit_186,Combined cycle,359,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,359,71.8,0.439650779,5.5,19,operator_186,Market
Unit_187,Gas turbine,58,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58,11.6,0.407362585,5.5,19,operator_187,Market
Unit_188,Gas turbine,58,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58,11.6,0.407362585,5.5,19,operator_188,Market
Unit_189,Steam turbine,340,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,340,68,0.396100773,5.5,19,operator_189,Market
Unit_190,Combined cycle,293.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,5.5,19,operator_190,Market
Unit_191,Combined cycle,293.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,5.5,19,operator_191,Market
Unit_192,Combined cycle,89.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,89.5,17.9,0.565825677,5.5,38,operator_192,Market
Unit_193,Combined cycle,204,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,204,40.8,0.565825677,5.5,38,operator_193,Market
Unit_194,Combined cycle,204,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,204,40.8,0.565825677,5.5,38,operator_194,Market
Unit_195,Combined cycle,71.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,71.5,14.3,0.532179037,5.5,38,operator_195,Market
Unit_196,Combined cycle,173,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,173,34.6,0.532179037,5.5,38,operator_196,Market
Unit_197,Combined cycle,165.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,165.5,33.1,0.532179037,5.5,38,operator_197,Market
Unit_198,Steam turbine,746,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,746,149.2,0.458402452,1.3,11,operator_198,Market
Unit_199,Gas turbine,90,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90,18,0.32401085,5.5,54,operator_199,Market
Unit_200,Steam turbine,139.7,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,139.7,27.94,0.386290339,5.5,54,operator_200,Market
Unit_201,Gas turbine,291.3,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,291.3,58.26,0.382847369,5.5,54,operator_201,Market
Unit_202,Steam turbine,255,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,255,51,0.440841255,1.3,38,operator_202,Market
Unit_203,Steam turbine,435,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,435,87,0.414499459,1.3,38,operator_203,Market
Unit_204,Steam turbine,843,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,843,168.6,0.462792751,1.3,38,operator_204,Market
Unit_205,Combined cycle,61.127,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,61.127,12.2254,0.431239119,5.5,125,operator_205,Market
Unit_206,Combined cycle,77.567,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,77.567,15.5134,0.435444949,5.5,125,operator_206,Market
Unit_207,Combined cycle,53.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,125,operator_207,Market
Unit_208,Combined cycle,53.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,125,operator_208,Market
Unit_209,Combined cycle,53.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,125,operator_209,Market
Unit_210,Gas turbine,52.451,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.451,10.4902,0.431877802,5.5,28,operator_210,Market
Unit_211,Gas turbine,52.768,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.768,10.5536,0.431877802,5.5,28,operator_211,Market
Unit_212,Combined cycle,97.9,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,5.5,28,operator_212,Market
Unit_213,Combined cycle,97.9,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,5.5,28,operator_213,Market
Unit_214,Combined cycle,127.6,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,127.6,25.52,0.561619847,5.5,28,operator_214,Market
Unit_215,Combined cycle,146.3,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,5.5,28,operator_215,Market
Unit_216,Combined cycle,146.3,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,5.5,28,operator_216,Market
Unit_217,Steam turbine,891,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,891,178.2,0.40260259,1.65,34,operator_217,Market
Unit_218,Steam turbine,891,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,891,178.2,0.4049042,1.65,34,operator_218,Market
Unit_219,Combined cycle,53,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53,10.6,0.565825677,5.5,84,operator_219,Market
Unit_220,Combined cycle,53,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53,10.6,0.565825677,5.5,84,operator_220,Market
Unit_221,Steam turbine,383,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,383,76.6,0.355768992,5.5,84,operator_221,Market
Unit_222,Steam turbine,387,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,387,77.4,0.357949088,5.5,84,operator_222,Market
Unit_223,Combined cycle,53,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53,10.6,0.439650779,5.5,84,operator_223,Market
Unit_224,Steam turbine,54,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,54,10.8,0.40352371,1.3,100,operator_224,Market
Unit_225,Gas turbine,87,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,87,17.4,0.3072,5.5,71,operator_225,Market
Unit_226,Gas turbine,90,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,90,18,0.3904,5.5,96,operator_226,Market
Unit_227,Combined cycle,78.157,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,78.157,15.6314,0.586854826,5.5,95,operator_227,Market
Unit_228,Gas turbine,54,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,54,10.8,0.370589761,5.5,77,operator_228,Market
Unit_229,Steam turbine,514,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,514,102.8,0.416694608,1.3,132,operator_229,Market
Unit_230,Combined cycle,112.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.5,22.5,0.540590697,5.5,54,operator_230,Market
Unit_231,Combustion Engine,52.496,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.496,10.4992,0.4728,5.5,122,operator_231,Market
Unit_232,Steam turbine,53,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53,10.6,0.372119714,5.5,122,operator_232,Market
Unit_233,Steam turbine,450,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,450,90,0.393396151,1.65,119,operator_233,Market
Unit_234,Steam turbine,110,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,110,22,0.39569776,1.65,119,operator_234,Market
Unit_235,Steam turbine,450,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,450,90,0.39569776,1.65,119,operator_235,Market
Unit_236,Combined cycle,51.431,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51.431,10.2862,0.519561547,5.5,83,operator_236,Market
Unit_237,Steam turbine,106,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,106,21.2,0.3828,5.5,103,operator_237,Market
Unit_238,Steam turbine,106,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,106,21.2,0.3828,5.5,103,operator_238,Market
Unit_239,Steam turbine,59,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,59,11.8,0.3971,5.5,103,operator_239,Market
Unit_240,Steam turbine,755,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,755,151,0.39799937,1.65,31,operator_240,Market
Unit_241,Steam turbine,755,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,755,151,0.40030098,1.65,31,operator_241,Market
Unit_242,Combined cycle,100,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,100,20,0.532179037,5.5,175,operator_242,Market
Unit_243,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500,100,0.361173613,1.65,61,operator_243,Market
Unit_244,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500,100,0.363475223,1.65,61,operator_244,Market
Unit_245,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500,100,0.368078443,1.65,61,operator_245,Market
Unit_246,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500,100,0.370380052,1.65,61,operator_246,Market
Unit_247,Gas turbine,136,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,136,27.2,0.3306,5.5,161,operator_247,Market
Unit_248,Gas turbine,51,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,51,10.2,0.3072,5.5,23,operator_248,Market
Unit_249,Steam turbine,137,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,137,27.4,0.414499459,1.3,23,operator_249,Market
Unit_250,Steam turbine,116,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,116,23.2,0.414499459,1.3,23,operator_250,Market
Unit_251,Gas turbine,98,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,98,19.6,0.315,5.5,140,operator_251,Market
Unit_252,Steam turbine,98,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,98,19.6,0.3575,5.5,140,operator_252,Market
Unit_253,Combined cycle,55,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55,11,0.431239119,5.5,75,operator_253,Market
Unit_254,Combined cycle,55,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55,11,0.431239119,5.5,75,operator_254,Market
Unit_255,Steam turbine,355,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,355,71,0.355768992,5.5,75,operator_255,Market
Unit_256,Combined cycle,55,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55,11,0.435444949,5.5,75,operator_256,Market
Unit_257,Gas turbine,112,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112,22.4,0.341171501,5.5,75,operator_257,Market
Unit_258,Gas turbine,51.9,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51.9,10.38,0.370589761,5.5,42,operator_258,Market
Unit_259,Steam turbine,90,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,90,18,0.3432,5.5,42,operator_259,Market
Unit_260,Steam turbine,726,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,726,145.2,0.462792751,1.3,53,operator_260,Market
Unit_261,Combined cycle,90.51,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90.51,18.102,0.641530616,5.5,74,operator_261,Market
Unit_262,Combined cycle,99.99,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,99.99,19.998,0.641530616,5.5,74,operator_262,Market
Unit_263,Steam turbine,61,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61,12.2,0.425475207,1.3,74,operator_263,Market
Unit_264,Steam turbine,61,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61,12.2,0.425475207,1.3,74,operator_264,Market
Unit_265,Steam turbine,138.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,1.3,74,operator_265,Market
Unit_266,Steam turbine,138.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,1.3,74,operator_266,Market
Unit_267,Combined cycle,90.784,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90.784,18.1568,0.574237337,5.5,187,operator_267,Market
Unit_268,Gas turbine,51,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51,10.2,0.392653455,5.5,51,operator_268,Market
Unit_269,Steam turbine,472,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,472,94.4,0.396938261,1.3,46,operator_269,Market
Unit_270,Steam turbine,58.172,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,58.172,11.6344,0.377284882,1.65,101,operator_270,Market
Unit_271,Combined cycle,79.7,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,79.7,15.94,0.460679928,5.5,28,operator_271,Market
Unit_272,Gas turbine,56,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,56,11.2,0.3176,5.5,53,operator_272,Market
Unit_273,Steam turbine,350,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,350,70,0.361815866,1.3,6,operator_273,Market
Unit_274,Steam turbine,92.332,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,92.332,18.4664,0.381888101,1.65,101,operator_274,Market
Unit_275,Steam turbine,607,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,607,121.4,0.347363954,1.65,3,operator_275,Market
Unit_276,Steam turbine,604,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,604,120.8,0.349665564,1.65,3,operator_276,Market
Unit_277,Steam turbine,68.4,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,68.4,13.68,0.392547962,1.3,125,operator_277,Market
Unit_278,Steam turbine,55.56,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,55.56,11.112,0.366206166,1.3,125,operator_278,Market
Unit_279,Combined cycle,52,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,52,10.4,0.431239119,5.5,163,operator_279,Capacity reserve
Unit_280,Combined cycle,56,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,56,11.2,0.427033289,5.5,25,operator_280,Capacity reserve
Unit_281,Steam turbine,355,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,355,71,0.354678944,5.5,75,operator_281,Capacity reserve
Unit_282,Steam turbine,355,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,355,71,0.355768992,5.5,75,operator_282,Capacity reserve
Unit_283,Steam turbine,295,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,295,59,0.335855905,1.65,3,operator_283,Security reserve
Unit_284,Steam turbine,299,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,299,59.8,0.338157515,1.65,3,operator_284,Security reserve
Unit_285,Steam turbine,292,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,292,58.4,0.342760735,1.65,3,operator_285,Security reserve
Unit_286,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,500,100,0.374983272,1.65,61,operator_286,Security reserve
Unit_287,Steam turbine,500,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,500,100,0.379586492,1.65,61,operator_287,Security reserve
Unit_288,Steam turbine,433,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,433,86.6,0.396938261,1.3,166,operator_288,Grid reserve
Unit_289,Steam turbine,720,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,720,144,0.388157663,1.3,75,operator_289,Grid reserve
Unit_290,Steam turbine,726,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,726,145.2,0.392547962,1.3,122,operator_290,Grid reserve
Unit_291,Steam turbine,345,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,345,69,0.359620717,1.3,125,operator_291,Grid reserve
Unit_292,Steam turbine,345,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,345,69,0.361815866,1.3,125,operator_292,Grid reserve
Unit_293,Steam turbine,580,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,580,116,0.360129184,5.5,0,operator_293,Grid reserve
Unit_294,Steam turbine,522,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,522,104.4,0.412304309,1.3,0,operator_294,Grid reserve
Unit_295,Steam turbine,386,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,386,77.2,0.3553,5.5,87,operator_295,Grid reserve
Unit_296,Steam turbine,386,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,386,77.2,0.3564,5.5,87,operator_296,Grid reserve
Unit_297,Steam turbine,125,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,125,25,0.353035268,1.3,161,operator_297,Grid reserve
Unit_298,Steam turbine,125,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,125,25,0.355230417,1.3,161,operator_298,Grid reserve
Unit_299,Steam turbine,114,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,114,22.8,0.383020195,5.5,187,operator_299,Grid reserve
Unit_300,Gas turbine,239,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,239,47.8,0.375492804,5.5,187,operator_300,Grid reserve
Unit_301,Steam turbine,250,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,250,50,0.360129184,5.5,54,operator_301,Grid reserve
Unit_302,Steam turbine,425,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,425,85,0.390352812,1.3,38,operator_302,Grid reserve
Unit_303,Gas turbine,85,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,85,17,0.315,5.5,17,operator_303,Grid reserve
Unit_304,Steam turbine,875,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,875,175,0.401328561,1.3,199,operator_304,Grid reserve
Unit_305,Steam turbine,655.6,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,655.6,131.12,0.377181914,1.3,122,operator_305,Grid reserve
Unit_306,Gas turbine,282,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282,56.4,0.404911064,5.5,87,operator_306,Grid reserve
Unit_307,Gas turbine,282,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282,56.4,0.404911064,5.5,87,operator_307,Grid reserve
Unit_308,Gas turbine,282,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282,56.4,0.404911064,5.5,87,operator_308,Grid reserve
Unit_309,Gas turbine,576,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,576,115.2,0.407362585,5.5,87,operator_309,Grid reserve
Unit_310,Steam turbine,211,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,211,42.2,0.40571886,1.3,16,operator_310,Grid reserve
Unit_311,Steam turbine,179,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,179,35.8,0.390352812,1.3,16,operator_311,Grid reserve
Unit_312,Steam turbine,96,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,96,19.2,0.350840118,1.3,161,operator_312,Grid reserve
Unit_313,Steam turbine,148,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,148,29.6,0.357425567,1.3,161,operator_313,Grid reserve
Unit_314,Gas turbine,77.4,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,77.4,15.48,0.3046,5.5,17,operator_314,Grid reserve
Unit_315,Steam turbine,263.5,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,263.5,52.7,0.3575,5.5,17,operator_315,Grid reserve
Unit_316,Steam turbine,415,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,415,83,0.3564,5.5,87,operator_316,Grid reserve
Unit_317,Small gas,52.28,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.28,10.456,0.381733322,5.5,187,operator_317,Market
Unit_318,Small gas,71.955,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,71.955,14.391,0.399762807,5.5,85,operator_318,Market
Unit_319,Small gas,130.574,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,130.574,26.1148,0.478000698,5.5,30,operator_319,Market
Unit_320,Steam turbine,54,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,54,10.8,0.33,0,175,operator_320,Market
Unit_321,Small gas,72,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,72,14.4,0.340263607,5.5,1,operator_321,Market
Unit_322,Small gas,55.4,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.4,11.08,0.374899525,5.5,8,operator_322,Market
Unit_323,Steam turbine,65.1,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,65.1,13.02,0.33,0,167,operator_323,Market
Unit_324,Small gas,112.6,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.6,22.52,0.374650252,5.5,196,operator_324,Market
Unit_325,Small gas,151.402,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,151.402,30.2804,0.47361137,5.5,101,operator_325,Market
Unit_326,Small gas,209.603,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,209.603,41.9206,0.449561253,5.5,22,operator_326,Market
Unit_327,Small gas,52.154,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.154,10.4308,0.443413457,5.5,139,operator_327,Market
Unit_328,Small gas,81.296,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,81.296,16.2592,0.36709321,5.5,135,operator_328,Market
Unit_329,Small gas,104.23769,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,104.23769,20.847538,0.48053449,5.5,34,operator_329,Market
Unit_330,Small gas,123.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,123.5,24.7,0.503195978,5.5,128,operator_330,Market
Unit_331,Small gas,129.624,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,129.624,25.9248,0.406820465,5.5,84,operator_331,Market
Unit_332,Small gas,93.4,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,93.4,18.68,0.393551881,5.5,107,operator_332,Market
Unit_333,Steam turbine,65.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,65.8,13.16,0.400230986,1.3,107,operator_333,Market
Unit_334,Small gas,194.013,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,194.013,38.8026,0.394772316,5.5,54,operator_334,Market
Unit_335,Steam turbine,91.382,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,91.382,18.2764,0.33,0,100,operator_335,Market
Unit_336,Small gas,50.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,50.5,10.1,0.4728,5.5,61,operator_336,Market
Unit_337,Small gas,85.256,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,85.256,17.0512,0.458676462,5.5,69,operator_337,Market
Unit_338,Small gas,54.106,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,54.106,10.8212,0.412825794,5.5,33,operator_338,Market
Unit_339,Small oil,229.375,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,229.375,45.875,0.371376567,5.5,119,operator_339,Market
Unit_340,Small gas,161.558467,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,161.558467,32.3116934,0.368993811,5.5,119,operator_340,Market
Unit_341,Small gas,210.335,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,210.335,42.067,0.380934524,5.5,164,operator_341,Market
Unit_342,Steam turbine,65.52,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,65.52,13.104,0.33,0,125,operator_342,Market
Unit_343,Small gas,198.885,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,198.885,39.777,0.432699986,5.5,54,operator_343,Market
Unit_344,Small gas,241.875,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,241.875,48.375,0.399026226,5.5,14,operator_344,Market
Unit_345,Small oil,95,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,95,19,0.3795,5.5,187,operator_345,Market
Unit_346,Small gas,80.195,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,80.195,16.039,0.373172226,5.5,87,operator_346,Market
Unit_347,Small gas,189.12,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,189.12,37.824,0.4672,5.5,10,operator_347,Market
Unit_348,Steam turbine,64,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,64,12.8,0.33,0,93,operator_348,Market
